qstr_Received_{reg0}_dama|Recebeu {reg0} de dano.
qstr_The_joys_of_the_Gold|As alegrias do Vale Dourado são muitas, e um verdadeiro amigo de Lorien é bem-vindo a elas. ^^Se nos colocarmos lado a lado no campo de batalha novamente, ou se você obedecer às ordens de Nossa Senhora e seus lordes, nosso povo recompensará seu esforço com tudo o que você precisa: armas brilhantes, corseletes de malha resistente, flechas mortais e comida nutritiva para suas tropas.^^Quem sabe, com o tempo, você poderá se tornar um grande {senhor/senhora} de Lorien, alguém que compartilhará sabedoria com os outros ou pedirá favores a eles.
qstr_Our_Golden_Valley_gi|Nosso Vale Dourado oferece bens em abundância, e um amigo de Lorien é bem-vindo. ^^Se ficarmos lado a lado no campo de batalha novamente, ou se você ajudar os desígnios de Nossa Senhora e seus senhores, nosso povo recompensará seu esforço com tudo o que você precisar enquanto estiver longe de casa.
qstr_I_shall_keep_that_in|Vou manter isso em mente.^^ Hantanyel, áva márië!
qstr_That_may_be_so_some_|Pode ser, alguns caminhos do mundo são tortuosos.^^ Boe i 'waen!
qstr_I_seldom_wander_far_|Raramente me afasto de casa. Vá embora agora, o mais rápido que puder. Pode haver mais goblins rondando por aí.
qstr_What_do_you_want?|O que você quer?
qstr_Greetings._What_can_|Saudações. O que posso fazer por você?
qstr_Who_are_you?_A_mere_|Quem é você? Um mero {s25}? Não tenho tempo para gente como você! Me deixe em paz! {s2}
qstr_What?_You_come_to_me|O quê? Você vem até mim e não sabe o que eu faço? Olhe ao seu redor.^^ Você vê o sangue? Você ouve o choro? Você sente a dor deles? É isso que eu faço! Eu quebro coisas para torná-las boas de novo! Se você vier até mim, quebrado e com dor, eu posso te curar!
qstr_I_am_a_healer._Come_|Eu sou um curador. Venha a mim quando você ou seus companheiros estiverem gravemente feridos, e eu curarei seus ferimentos da melhor maneira possível.
qstr_You_have_found_the_loca|Você encontrou o curandeiro local
qstr__Costs_500_Resource_|(Custa 500 de Recursos, 5 de Influência)
qstr_Ha!_I_can_see_that!_|Ha! Eu consigo ver isso! Eu consigo fazer isso, sim... Tirando o seu sangue, isso não é de graça! {s2}
qstr_Yes_I_see_that._We_c|Sim, entendo. Podemos cuidar de você, sim, mas preciso mandar buscar alguns ingredientes. {s2}
qstr__Costs_1000_Resource_|(Custa 1000 de Recursos, 10 de Influência)
qstr_I_ll_have_my_worms_d|Vou mandar meus vermes cuidarem de você. Eles não são os melhores, mas às vezes dão conta do recado. Me avise quando quiser que eles estejam aqui. {s2}
qstr_I_ll_have_my_assista|Mandarei meus assistentes cuidarem dos seus homens. Eles ainda estão aprendendo, então, por favor, tenham paciência. Avisem-me quando precisarem deles. {s2}
qstr_Alright!_Worms!_Get_|Certo! Minhocas! Venham aqui e resolvam isso!
qstr_Let_us_begin._My_ass|Vamos começar. Meus assistentes cuidarão de você e de seus homens.
qstr_All_done!_Ha!_You_di|Pronto! Ha! Você não gritou muito, impressionante! Agora vá, me deixe em paz.
qstr_We_ve_done_what_We_c|Fizemos o que podíamos. Agora você e seus homens precisam descansar.
qstr_Boss_the_lads_are_hu|Chefe, os rapazes estão com fome! Estamos fazendo todo o trabalho duro e ainda estamos morrendo de fome!
qstr_Master_the_lads_are_|Mestre, os rapazes estão com fome! Não podemos lutar tanto de estômago vazio!
qstr_Yes!_With_proper_fed|Sim! Com barrigas bem alimentadas, serviremos você em dobro!
qstr_As_you_command_maste|Como você ordena, mestre, heh heh. A carne voltou ao cardápio, rapazes!
qstr_Your_Orcs_&_Uruks_at|Seus Orcs e Uruks comeram {reg1} homens!
qstr_Yes_master!_As_you_c|Sim, mestre! Ao seu comando, mestre!
qstr_Harr_harr_harr!_You_|Harr harr harr! Você não me assusta! Da próxima vez, é VOCÊ que vamos comer!
qstr_One_{s6}_left_the_pa|Um {s6} saiu do grupo.
qstr_I_understand._I_will|Entendo. Vou ficar com você. Por um tempo.
qstr_I_have_played_my_rol|Desempenhei meu papel por muitos e longos anos, por muitas vidas de homens mortais. Esta guerra é para a Humanidade lutar. Partirei para o Oeste e alguns podem decidir me seguir.
qstr_{reg1}_Veteran_Elves|{reg1} Elfos Veteranos decidiram deixar seu grupo.
; qstr_{s5}_comes_for_your_|{s5} comes for your aid!
qstr_What_an_amazing_feat|Que incrível façanha de armas!
qstr_Well_done!|Bom trabalho!
qstr_Nice_legwork.|Bom trabalho de campo.
qstr_Heh.|Heh
qstr_Good_moves_but_you_m|Bons movimentos, mas talvez você ainda precise trabalhar um pouco.
qstr_More_than_half_of_th|Mais da metade dos oponentes, nada mal.
qstr_You_ll_need_to_try_h|Você precisará se esforçar mais do que isso.
qstr_Well..._better_here_|Bem... melhor aqui do que em combate, né?
qstr_We_ve_been_sent_by_{|Fomos enviados por {s3}. Viemos unir nossa força à sua.
qstr_{s3}_has_sent_us_to_|{s3} nos enviou para nos juntarmos à frota que ataca {s4}.
qstr_Excellent_{playernam|Excelente, {playername}! Ouvi dizer que você deu a eles mais do que eu pedi. Ótimo trabalho.^^ Aceite isso como uma recompensa extra por superar nossas expectativas. ^^ Precisamos vencer esta guerra o mais rápido possível.
qstr_Excellent_{playername|Excelente, {playername}. Isso certamente os ajudará. Precisamos vencer esta guerra o mais rápido possível.
qstr_Reinforcing_{s1}_has|Reforçar {s1} fortaleceu {s2}. ({s2} ganhou força de facção {reg50}).
qstr_The_watchmen_in_the_|Os guardas da cidade relataram uma redução notável nas emboscadas. Vocês fizeram um ótimo trabalho. Obrigado, {playername}.
qstr_Our_guards_have_seen|Nossos guardas viram os vermes fugirem com o rabo entre as pernas. Vocês fizeram bem em mostrar a essas pragas que controlamos esta área.
qstr_It_was_nothing._I_wi|Não foi nada. Vou ficar de olho caso eles reapareçam.
qstr_Slaying_these_maggot|Matar esses vermes não foi nada. Vou ficar de olho caso eles se tornem ousados novamente.
qstr_town|cidade
qstr_village|aldeia
qstr_The_{s9}_of_{s13}_ha|O {s9} de {s13} pediu para você lidar com orcs tribais na área rural ao redor.
qstr_{s9}_of_{s3}_asked_y|{s9} de {s3} pediu que você entregasse {reg5} unidades de {s6} para {s10} em {s4} em {reg6} dias.
qstr_The_{s9}_of_{s4}_ask|O {s9} de {s4} pediu que você reforçasse {s3} com pelo menos {reg5} tropas dentro de {reg6} dias. Fale com o mestre do quartel de {s3}. A qualidade das tropas que você fornecer não importa.
qstr_You_have_reinforced_{|Você reforçou {s3} com 0 tropas.
qstr_Thank_you_for_offeri|Obrigado por se oferecer para ajudar, {playername}.^^As caravanas que iam e vinham da cidade foram atacadas várias vezes por {s6}. Eles estão ficando mais ousados a cada emboscada e se aproximando cada vez mais da cidade.
qstr_Good_of_you_to_ask_{|Que bom que você perguntou, {playername}.^^Há {s6} circulando pela área, achando que estão no comando. Ninguém está fazendo nada, então eles estão ficando mais ousados e tomando o que é nosso por direito.
qstr_The_people_have_aske|As pessoas pediram ajuda para matar pelo menos {reg22} {s6}, na esperança de que isso os mantenha afastados por algum tempo.^^Você seria capaz de fazer isso?
qstr_I_want_you_to_slay_a|Quero que você mate pelo menos {reg22} {s6}, para mostrar a esses fracotes que eles são insignificantes.^^O que você diz?
qstr_We_will_get_rid_of_t|Nós nos livraremos dessas pragas.
qstr_{s9}_wants_you_to_sl|{s9} quer que você mate {reg22} {s6} em batalhas.
qstr_The_{s9}_of_{s3}_ask|O {s9} de {s3} pediu que você trouxesse para ele {reg5} unidades de comida em {reg6} dias.
qstr_The_{s9}_of_{s3}_aske|O {s9} de {s3} pediu que você trouxesse para ele {reg5} unidades de {s6} em {reg0} dias.
qstr_Escort_the_supply_tr|Escolte o trem de suprimentos até {s8}.
qstr_The_{s9}_of_{s4}_aske|O {s9} de {s4} pediu para você caçar os goblins problemáticos nas proximidades da cidade.
qstr_The_{s9}_of_{s14}_ha|O {s9} de {s14} pediu para você lidar com um grupo de bandidos que está causando problemas em {s14}. Eles só saem à noite e atacam pessoas sozinhas nas ruas.
qstr_refugees|refugiados
qstr_slaves|escravos
qstr_{s1}_Refugees|{s1} Refugiados
qstr_{s1}_Slaves|{s1} Escravos
qstr_The_{s11}_of_{s10}_a|O {s11} de {s10} pediu que você acompanhasse alguns {s12} para {s13}.
qstr__Guards_slaughter_hi|Guardas, matem-no!
qstr_Slaughter_him_for_fr|Mate-o para obter carne humana fresca!
qstr_near_the_smithy|perto da ferraria
qstr_near_the_local_autho|perto da autoridade local
qstr_near_the_warehouse|perto do armazém
qstr_This_is_{s5}_Command|Aqui é {s5}, Comandante.
qstr_{s6}_This_place_and_|{s6} Este lugar e as terras vizinhas pertencem a {s7} de {s8}.
qstr_Hear_now_commander._|Ouça, comandante. Estou fora de missão no momento, mas prefiro enfrentar nossos inimigos em campo do que esperar que eles cheguem aqui. Ouvi dizer que você é um líder competente. Você me aceitaria?
qstr_My_party_was_wiped_o|Meu grupo foi eliminado na última batalha e não quero ser designado para o próximo idiota. Ouvi dizer que você é um líder competente. Precisa de outro guerreiro?
qstr_{s9}_joined_your_par|{s9} se juntou ao seu grupo.
qstr_A_pity!_I_sure_would|Uma pena! Eu adoraria ter lutado no seu grupo.
qstr_Too_bad_you_will_reg|Que pena, você vai se arrepender de não me levar com você.
qstr_Lead_me_to_the_{s3}|Leve-me ao {s3}
qstr_Lead_me_to_the_local|Leve-me à autoridade local
qstr_Lead_me_to_the_Lord_|Leve-me ao salão do Senhor
qstr_Lead_me_to_your_comm|Leve-me aos seus comandantes
qstr_Lead_me_to_the_capta|Leve-me ao capitão da guarnição
qstr_Hey_scum!_I_can_fix_|Ei, seu canalha! Eu posso consertar esse seu maxilar.
qstr_Watch_where_you_re_g|Cuidado por onde anda, verme!
qstr_I_don_t_like_your_fa|Não gosto do seu rosto! Acho que precisa de um conserto.
qstr_What_are_you_looking|O que você está olhando? O QUÊ?
qstr_the_white_hand|a mão branca
qstr_the_lidless_eye|o olho sem pálpebras
qstr_I_have_some_of_your_|Alguns dos seus estão comigo. Vou deixá-los se juntar a você para ajudar na sua causa.
qstr_Some_of_your_stinky_|Alguns dos seus parentes fedorentos estão comigo. Tenho certeza de que eles preferem ir com você.
qstr_{s4}_It_is_always_go|{s4} É sempre bom ver um dos nossos.
qstr_a_nearby_town|uma cidade próxima
qstr_that_town_over_there|aquela cidade ali
qstr_{s4}^We_are_from_{s1|{s4}^Somos de {s11}, explorando na direção de {s12}.
qstr_{s4}^We_are_{reg1?fo|{s4}^Estamos {reg1?pilhando:assaltando} em torno de {s11}.
qstr_{s4}^We_are_patrolli|{s4}^Estamos patrulhando ao redor {s11}.
qstr_{s4}^We_are_carrying|{s4}^Estamos transportando suprimentos de {s11} para {s12}.
qstr_{s4}^We_are_escortin|{s4}^Estamos escoltando prisioneiros para {s12}.
qstr_Greetings_do_you_nee|Olá, vocês precisam de reforços?
qstr_I_will_need_your_hel|Preciso da sua ajuda, por favor, siga-me. [Custo {reg1}/{reg2} influência]
qstr_You_and_your_men_mus|Você e seus homens devem me seguir. [Custa {reg1}/{reg2} de influência]
qstr_It_looks_like_you_ha|Parece que você já tem muitos seguidores.
qstr_Why_do_you_need_us?_|Por que você precisa de nós? Você já tem tudo o que precisa seguindo você!
qstr_We_will_follow_you_t|Nós o seguiremos, embora não possamos ir muito longe.
qstr_If_there_is_killing_|Se houver matança, nós iremos atrás. Mas não podemos ir longe demais, ou teremos problemas.
qstr_We_cannot_leave_our_|Não podemos deixar nosso posto para segui-lo por enquanto. [Pontos de influência insuficientes (Requer {reg1})]
qstr_Who_are_you_to_comma|Quem é você para nos comandar? [Pontos de influência insuficientes (Requer {reg1})]
qstr_Then_let_us_go._Stay|Então vamos. Fique por perto. Vou precisar de você em breve.
qstr_There_will_be_blood_|Haverá sangue, isso é certo. Fique por perto ou perca.
qstr_Goodbye_friends.|Adeus, amigos.
qstr_See_you_later_if_you|Vejo você mais tarde se não for morto.
qstr_I_don_t_need_your_he|Não preciso mais da sua ajuda. Vá para casa.
qstr_I_don_t_have_any_nee|Não preciso de você. Cai fora.
qstr_We_will_return_to_ou|Retornaremos à nossa tarefa anterior. Adeus.
qstr_Lads_we_re_going_hom|Rapazes, estamos indo para casa!
qstr__^Oh_and_take_back_t|^Ah, e leve de volta aqueles que não são nosso povo.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Aqueles:Aquele} bravo {reg28?soldados:soldado} certamente nos ajudará a defender nossas terras.{s32} {s23}^^[ganhou {reg14} Pontos de Recursos de {s14}]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Aqueles:Aquela} útil {reg28?tropas:tropa} nos ajudará a causar mais estragos.{s32}^{s23}^^[ganhou {reg14} Pontos de Recursos de {s14}]
qstr_Good_luck_in_your_tr|Boa sorte em suas viagens.
qstr_Try_not_getting_your|Tente não se matar.
qstr_You_ready_your_weapo|Você prepara suas armas, sentindo a onda de experiências passadas percorrer seu corpo. (Proficiências e Habilidades com Armas aprimoradas)
qstr_The_previous_battle_|A batalha anterior te aqueceu. Você se sente revigorado e pronto para mais. (Atributos, Habilidades e Proficiências em Armas Melhorados)
qstr_You_are_tired_but_ad|Você está cansado, mas a adrenalina correndo em suas veias o fortalece para mais. (Atributos, habilidades e proficiência em armas aprimorados)
qstr_These_are_great_weap|Estas são armas realmente excelentes. Elas têm uma sensação estranha ao toque... (Habilidades e proficiências em armas aprimoradas)
qstr_You_can_barely_raise|Você mal consegue levantar sua arma agora... mas ver seus parentes ao seu redor fortalece sua determinação. (Habilidades e proficiência em armas aprimoradas).
qstr_With_Lord_Balin_s_tr|Com os tesouros de Lorde Balin concedidos a você e a lembrança de sua morte fresca em sua mente, sua raiva queima mais forte. (Atributos, Habilidades e Proficiências em Armas Aprimorados)
qstr_We_cannot_hold..._we|Não podemos segurar... estamos acabados...
qstr_You_do_not_know_how_|Você não sabe quanto tempo ainda pode durar...
qstr_How_long_can_we_keep|Por quanto tempo conseguiremos continuar assim? Não aguento mais segurar meu machado...
qstr_You_know_that_the_en|Você sabe que o fim está próximo...
qstr_You...._good....dwar|Você... bom... anão...
qstr_You_can_no_longer_ra|Você não pode mais levantar sua arma...
qstr_There_are_too_many..|Há muitos... há muitos...
qstr_..........|..........
qstr_It_is_off_to_work_we|É hora de ir trabalhar...
qstr_Your_mind_starts_to_|Sua mente começa a divagar... pensando em ouro e tesouros...
qstr_...............|...............
qstr_Sleep_sounds_good...|Dormir parece bom...
