str_yes|Sim.
str_npc19_personalityclash_speech|Comandante, fico muito surpreso que o senhor tenha contratado uma criatura tão inferior como Ufthak. É claro que os orcs são escória e escudos de flechas para nossos verdadeiros guerreiros, mas ele ronda o acampamento dando ordens a homens e orcs, como se fosse alguém com autoridade. Espero que não sinta muita falta dele se eu o matar. Ou talvez eu simplesmente corte a ponta do seu nariz feio.
str_npc20_personalityclash_speech|O Lykyada do Sul deveria aprender boas maneiras e ser ensinado a ser humilde. Sua língua é insolente e seu porte é orgulhoso! Não me importa que ele seja um capitão entre seus homens — uma raça inferior e tola, eles são, de qualquer forma, lentos em reconhecer a grandeza ou se curvar aos seus superiores como deveriam! Se ele soubesse ao menos uma pequena parte do que eu poderia fazer com ele...
str_npc21_personalityclash_speech|Nossa, chefe, mas aquela Sickburpfoul é meio doida, não é? Dá para ver que ela cozinhou um corvo a mais naquele caldeirão dela, aquele que eu arrasto nas minhas pobres costas por ordem de Sua Senhoria. E olha só se ela não me olha de cima a baixo como se eu fosse um pedaço de esterco, e a cabeça dela nem chegasse ao meu umbigo! O suficiente para me dar vontade de dar uma cabeçada nela, eu acho. Mas eu já a vi antes, sim, eu já vi. Com gente como ela por perto, você quer um par de olhos a mais na nuca, sem dúvida.
str_npc22_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc23_personalityclash_speech|{playername}, acabei de ver {s11} passar descaradamente por cima de um ninho de passarinhos. Sua falta de jeito destruiu as vidas de criaturas inocentes.
str_npc24_personalityclash_speech|O Senhor {s11} se sai bem em batalha, mas será que ele cega os inimigos com o brilho do cabelo? Ou será que eles se deixam levar pela sua fama e comportamento arrogante?
str_npc25_personalityclash_speech|Comandante, preciso apresentar uma queixa contra {s11}. Ele continua me importunando para que eu lhe faça uma certa bebida chamada "fada verde".
str_npc26_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc27_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc18_personalityclash_speech_b|Grande, eu gostaria de perguntar: qual é o preço de sangue que você estabeleceu pela cabeça de Varfang? Se acontecer de eu matá-lo ou mutilá-lo, eu pagarei a você como recompensa. Ele estava me olhando de soslaio depois daquela batalha, lambendo os lábios imundos. Se ele me olhar daquele jeito de novo, eu arrancarei seus globos oculares e os darei de comer a ele.
str_npc19_personalityclash_speech_b|Como eu esperava, o orc covarde que se autodenomina Ufthak tem pouca utilidade em batalha. Ele se esconde atrás da linha, fazendo pouco para ajudar seus companheiros. Sua causa — e minha luta pelo meu trono — não será muito ajudada por sua espécie, eu acho.
str_npc20_personalityclash_speech_b|Se as mãos de Lykyada não nos fossem tão úteis, Comandante, eu as removeria de seus braços. Você sabe que tenho o hábito de caminhar entre nossos inimigos caídos após uma batalha — há grande poder no medo e na dor da morte para quem tem a arte de usá-los, embora nenhum de vocês tenha conhecimento disso. No entanto, ele, aquele sulista moreno, anda por aí oferecendo a dádiva de uma morte rápida àqueles cujas feridas são profundas demais para serem capturadas. Aquele grão de misericórdia em seu coração me impediu de me deleitar no brilho moribundo dos caídos! Quão importante é a sua preciosa honra para você, eu me pergunto?
str_npc21_personalityclash_speech_b|Eu odeio {s11}.
str_npc22_personalityclash_speech_b|Eu odeio {s11}.
str_npc23_personalityclash_speech_b|Seus costumes anões podem lhe ser úteis no subterrâneo, embora seja um milagre que ele não tenha caído em um poço feio. Talvez devesse ter caído.
str_npc24_personalityclash_speech_b|Seria melhor ter um herói anão, alguém como Durin, o Imortal de antigamente, e deixar os Elfos andarem pelas florestas.
str_npc25_personalityclash_speech_b|É feito de absinto embebido em licor e aparentemente é usado por menestréis e vagabundos por enxergar coisas que não existem. Duvido que você aprove seus soldados perseguindo o ar no campo de batalha, por mais divertido que seja assistir.
str_npc26_personalityclash_speech_b|Eu odeio {s11}.
str_npc27_personalityclash_speech_b|Eu odeio {s11}.
str_npc18_personalityclash2_speech|Gulm não é apenas uma fera traiçoeira, Grande Ser — ele se orgulha de ser uma. Ele estava nos contando sua história novamente ao redor da fogueira ontem à noite, e se gabando de seu ato vil. Você faria bem em vigiar essa criatura, Grande Ser. Se ele conseguiu trair seus comandantes enquanto servia à Mão Branca, o que o impede de fazer o mesmo com você?
str_npc19_personalityclash2_speech|Eu odeio {s11}
str_npc20_personalityclash2_speech|Cada vez que vejo Fuldimir, uma raiva indizível me invade. Não, não, não é nada que ele tenha feito. Mas ele e seu povo, os lobos-do-mar de Umbar, são indignos de seu sangue. Eles ousam se chamar herdeiros da antiga Anadûnê — mas, claro, dizem "Númenor", por não saberem de nada. Ora, eu suponho que mal se encontre uma gota do verdadeiro sangue nas veias de Fuldimir! Talvez, se você puder dispensá-lo, eu possa descobrir por mim mesmo...
str_npc21_personalityclash2_speech|Eu estive pensando, chefe — como se mata uma bruxa? Sem virar um monte de lesmas, quero dizer. Aquele velhote está me olhando feio de novo e me deu arrepios o dia todo. Por dentro! Estou com vontade de esmagar cabeças e quebrar escudos num piscar de olhos, mas o que ELA faz com as cabeças que eu esmaguei, quando ninguém está olhando?! Eu não brinco com a minha comida, não desse jeito. Me dá arrepios, essa aí.
str_npc22_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc23_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc24_personalityclash2_speech|Uma bela batalha, hein, capitão? Ainda que um pouco estragada pela conduta daquela elfa {s11}.
str_npc25_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc26_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc27_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc18_personalityclash2_speech_b|É melhor que aquela criatura disforme, Gulm, proteja o pescoço, ou eu o corto! Eu estava prestes a matar um inimigo, mas ele se colocou na minha frente e matou o que deveria ter sido meu. Então ele teve a audácia de se virar e zombar de mim! É melhor que ele e os seus se lembrem de que foram criados para nos servir! Malditos sem honra.
str_npc19_personalityclash2_speech_b|Eu odeio {s11}.
str_npc20_personalityclash2_speech_b|Ele não pode ser um de nós. Não, não um como Fuldimir. Não, nosso sangue não pode ter se afinado tanto, nossa linhagem não pode ter caído tanto! Nenhum de vocês percebe o quão pouco ele fala da verdadeira língua, o quão aparentemente ele se parece muito mais com os de Haradwaith do que com os do meu lar perdido? Tínhamos heróis entre nós — heróis que lutaram com rapidez e força para rivalizar com os Eldar! Fuldimir é lento, desajeitado e... Não, eu sinto o vento frio soprando do Oeste. Isso me arrepia... me arrepia!
str_npc21_personalityclash2_speech_b|Eu odeio {s11}.
str_npc22_personalityclash2_speech_b|Eu odeio {s11}.
str_npc23_personalityclash2_speech_b|Eu odeio {s11}.
str_npc24_personalityclash2_speech_b|Eu a vi encolhida na retaguarda, mal disparando uma ou duas flechas na direção do inimigo. Digo para ela ir cuidar dos pássaros e abelhas, para que possamos continuar com o trabalho sangrento de matar o inimigo.
str_npc25_personalityclash2_speech_b|Eu odeio {s11}.
str_npc26_personalityclash2_speech_b|Eu odeio {s11}.
str_npc27_personalityclash2_speech_b|Eu odeio {s11}.
str_npc18_personalitymatch_speech|Grande, você percebe o quão mortal Lykyada é em batalha? Quão rápidas são suas flechas, quão afiada é sua lâmina! Com sua permissão, Grande, eu gostaria de passar mais tempo treinando sob sua tutela. Ele tem muito a me ensinar que poderia me tornar mais útil para você.
str_npc19_personalitymatch_speech|A alegria da batalha canta em meu sangue! E no de Varfang também, eu posso ver. O homem é um terror de se ver no campo de batalha, rindo enquanto atropela os inimigos inúteis que fogem. Esses homens do Leste me intrigam, Comandante. Poderíamos aprender muito sobre equitação com eles, se os Rohirrim não ensinarem os Dunlendings depois que eu assumir o meu.
str_npc20_personalitymatch_speech|Contemplem Bolzog. Bolzog, o Grande! Vejam como ele corre com seu andar de pernas arqueadas, indo e vindo ao meu capricho, fazendo tudo o que lhe peço. Exatamente como um pequeno "urku" deveria, eu digo. Eu gosto bastante dele, Comandante. Bolzog! Tragam-me o unguento! Agora!
str_npc21_personalitymatch_speech|Ha! Chefe! Ontem à noite, é verdade, fiquei um tempo observando aquele pobre coitado do Ufthak. Ele é um sujeito engraçado, sem dúvida! Fiz ele cozinhar um pouco de carne que ele tinha escondido, né? E aí eu comi, bem na cara dele! Nossa, ele chorou muito! Cê devia ter visto como o nariz dele escorre quando ele chora, não escorre igual um riacho! Ha! Ainda bem que você o mantém por perto!
str_npc22_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc23_personalitymatch_speech|{playername}, por mais que eu odeie batalhas, não posso deixar de notar meu Senhor {s11} cavalgando em todo o esplendor e avançando sobre as criaturas feias como um falcão.
str_npc24_personalitymatch_speech|Sangrento e vitorioso, como eu gosto! No entanto, sofri um ferimento superficial que {s11} foi gentil o suficiente para enfaixar prontamente.
str_npc25_personalitymatch_speech|Mais uma vitória sua, comandante, e admiro sua habilidade em poupar a vida de nossos homens. Guerreiros como {s11} parecem ser de grande utilidade em seus planos de batalha.
str_npc26_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc27_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc18_personalitymatch_speech_b|Grande, é um bom sinal para você que um guerreiro como Lykyada lute sob sua bandeira. Eu pensava que todos os sulistas eram fracos e decadentes, não tão diferentes dos homens do Oeste, mas se eles têm mais como ele em suas fileiras, então os dias do Oeste estão realmente chegando ao fim.
str_npc19_personalitymatch_speech_b|Comandante, Varfang e eu estávamos compartilhando um odre de vinho ao redor das fogueiras ontem à noite. Considero-o um grande sábio, pois sempre se lembra dos feitos de seus antepassados, como se deve ser. Não sei se, como ele diz, os espíritos de nossos ancestrais estão conosco. De fato, não gosto da ideia. Mas um rei deve conhecer a história de seu sangue, de mães e pais de outrora. Varfang é um desses que sabe disso.
str_npc20_personalitymatch_speech_b|Nunca conheci um "urku" como Bolzog. Ah, admito que ele seja desagradável de se ver, mas em todos os meus longos anos, ele é o primeiro que encontrei capaz de fazer mais do que simplesmente esgueirar-se, esgueirar-se e massacrar. Suas mãos nodosas são surpreendentemente hábeis. Sim, tão surpreendentemente hábeis... Pode ser que ele aprenda mais sobre as artes dos ossos e tendões do que eu imaginava a princípio.
str_npc21_personalitymatch_speech_b|Aquele Ufthak bobo fica tentando escapar, mas eu sempre pego ele, sim, eu pego. É quase como nos velhos tempos, chefe. Quando eu tinha meu bando de rapazes no meu culto. Ou lá nas montanhas, quando eu tinha meus meninos comigo — Bert, Bill e Tom... Ah, bem. Esses dias já se foram. Para onde foi aquele pirralhozinho agora, hein? Ufthak! Vem cá, seu safado imprestável!
str_npc22_personalitymatch_speech_b|Eu gosto {s11}.
str_npc23_personalitymatch_speech_b|Imagino quantos anos ele tem. Talvez uma dúzia de séculos mais velho que eu? Deixa pra lá, você não entenderia.
str_npc24_personalitymatch_speech_b|{s11} e seus parentes do Valle, mesmo que não estejam à altura dos padrões de guerreiros anões, provaram ser aliados firmes nesta Guerra. Uma boa escolha para um amigo e companheiro entre os Homens, se assim posso dizer.
str_npc25_personalitymatch_speech_b|O povo de Valle tem um profundo respeito pelo robusto povo anão das Montanhas Solitárias, como amigos e protetores, apesar de nossa raça e costumes diferentes.
str_npc26_personalitymatch_speech_b|Eu gosto {s11}.
str_npc27_personalitymatch_speech_b|Eu gosto {s11}.
str_npc18_retirement_speech|Acho que quero me estabelecer, criar uma família e, sei lá, bordar ou algo assim. Tchau.
str_npc19_retirement_speech|Ouçam, homens estranhos por aí alegando que a bastardia real não é base para um sistema de governo.
str_npc20_retirement_speech|Talvez a raiva não seja o caminho. Tudo o que precisamos é de amor. Por que não conseguimos nos dar bem?
str_npc21_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc22_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc23_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc24_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc25_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc26_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc27_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc18_rehire_speech|Minha lâmina ainda tem sede de sangue, Grande. Deixe-me ir com você novamente!
str_npc19_rehire_speech|É bom vê-lo novamente, Comandante. Permita-me retornar à sua companhia.
str_npc20_rehire_speech|Vamos, Comandante. Esta guerra não será vencida com preguiça!
