
str_yes|Tak.
; str_npc19_home_description_2|You will speak for me, won't you, Commander, when the long war is over? To whichever Power holds sway over the other - Eye or Hand? You will lend your voice to my claim, that I may hold Edoras and all Rohan in fief to an overlord, as my home and holding?
; str_npc20_home_description_2|We shall crush the works of the Valar, of which these Dwarfs are a chief part, here in Middle-earth. Yes, it would be sweet to unmake what the Maker wrought. We will grind the Dwarves beneath our heels, shatter the last kingdoms of low Men, and laugh as the Elves fade into the mists like ghosts. Then the day will come when I stand before the Caves of the Forgotten, in Valinor, and call forth my king again!
str_npc21_home_description_2|Dobrze byśmy pamiętali wielkie czyny przeszłości i ofiary, które zostały dokonane. Sojusz między Rohanem i Gondorem uratuje nasze narody od zagłady po raz kolejny.
str_npc22_home_description_2|Niech to będzie przypomnienie, że nawet największa, nawet jedna z Istarich, może ulec zepsuciu i upadkowi. Ci, którzy pożądają władzy, mogą zostać pokonani przez moc, więc nie zwlekajmy dłużej.
str_npc23_home_description_2|Wyczuwam zle armie za tymi scianmi przygotujcie sie do wymarszu...Do Lothlorien, Dale, do zielonej ojczyzny? Tego powiedziec nie moge, ale prosze zrobcie wszystko co w waszych silach by Ich zatrzymac.
; str_npc24_home_description_2|If the fortunes of war ever provide us with a large army, we should risk the entrance to the Mines and retrieve their mighty riches.
str_npc25_home_description_2|Czuję zapach wielu słodkich kwiatów i widzę pszczoły zbierające nektar. Jeśli nie masz nic przeciwko, zbiorę trochę ziół na własny użytek, zajmie to tylko chwilę.
str_npc26_home_description_2|Nie ma sensu włóczyć się tutaj, jeśli nie poprowadzi nas wielka horda Uruk-hai. Chyba że chcesz robić miny przy punktach widokowych na ścianie.
str_npc27_home_description_2|Minas Morgul, gdzie Nazgule piją cały dzień, har-har!
; str_npc18_home_recap|I was a prisoner in stocks, condemned to die for slaying a son of Lurmsakun in the training pit. Three of them set upon me, and I beat them, but one died of his wounds. Then you spoke for me, and freed me. Now I kill for you, and I would die for you if need be.
; str_npc19_home_recap|I am of the royal blood of Rohan, I swear - King Fengel was my grandfather, though he never took my grandmother to wife. The Chiefs of Dunland are jealous of me, and kept me away from the fighting so I would do no great deeds, and win no glory nor men to my banner. Then you took my under your banner. Now I await the day I can sit in Edoras on my rightful throne.
; str_npc20_home_recap|What more is there to tell, Commander? I practised my arts in the dungeons of Dol Guldur. My dreaming eye sees deep and far, and I saw you and your works in this War. It would seem I must give you what aid I can, so that the powers of the West may fail and the Power in the East may rise once more and rule until the world's ending.
str_npc21_home_recap|Nie wydaje mi się to zabawne, że masz tak słabą pamięć.
str_npc22_home_recap|Zaspokoję twoją ciekawość, ale nie ociągajmy się.
str_npc23_home_recap|Urodziłem się i wychowałem w Mrocznej Puszczy, jestem leśnym elfem. Nasze umiejętności stolarskie są znane wszystkim.
str_npc24_home_recap|Jestem synem Dwalina z ludu Durina.
str_npc25_home_recap|Jestem uzdrowicielem oraz zielarzem z Dale 
str_npc26_home_recap|Gulm ci o tym opowie, jeśli musisz wiedzieć. Jednakże rozmowa nie sprawi, że wrogowie umrą.
str_npc27_home_recap|Skrócę to.
; str_npc18_honorific|Great One
; str_npc19_honorific|Commander
; str_npc20_honorific|Commander
str_npc21_honorific|dowódco
str_npc22_honorific|dowódco
str_npc23_honorific|o waleczn{y/a}
str_npc24_honorific|{kapitanie/kapitano}
str_npc25_honorific|dowódco
str_npc26_honorific|Mistrz
str_npc27_honorific|Mistrz
; str_gondor_guildmaster_companion_player_ask|By leave of the Lord of Gondor, I seek valiant confederates. Are there such in this place?
; str_gondor_guildmaster_companion_none|Nay, Commander. What valour we have is needed to defend our own walls. You may go to the barracks and find soldiers of courage and experience - mayhap more the former than the latter, I fear. Ever have we been traders, crafters and farmers. The finest of our soldiers go to the capital to enlist - perhaps you should try the White City.
; str_gondor_guildmaster_companion_player_none_ok|Very well. I thank you for your counsel.
; str_gondor_guildmaster_player_found_ok|I thank you. May the good will of all good people go with you.
; str_gondor_mt_guildmaster_companion|Why, Commander, there is one, and gladly shall I tell you of him; he is a gate guard, by the name of Cirdil, and even now I warrant you’ll find him at his rounds. He is dutiful and brave - but I spoke with him of late, and it seems to me he wishes to do more than simply stand his watch on the walls while the Shadow gathers beyond them. Surely he will be happy to venture out from the White City in your company.
; str_gondor_ha_guildmaster_companion| Indeed there are. High in the esteem of our Captain Faramir are two of our commanders, Mablung and Damrod. Damrod is away at our Captain’s behest; but Mablung may be found in the cave yonder, a little way along this path here. We Rangers know much of woodlore and archery; Mablung stands above many of us. He is a man of prowess, and accounted one of our finest. Mayhap he will be given leave to accompany you for a time.
; str_rohan_guildmaster_companion_player_ask|By leave of Theoden King, I seek the aid of valiant Rohirrim. Will any stout warriors here follow me?
; str_rohan_guildmaster_companion_none|It were better if you sought to bring aid, rather than asked for it. Horses, swords, spears - these things we need at present. As for your question: go to the barracks. There you will find those of our people willing to ride forth, such as they are - many beardless youths still, and still others unskilled herders and tenders of flocks.
; str_rohan_guildmaster_companion_player_none_ok|I do take thought for your people as well, Thain. Farewell.
; str_rohan_guildmaster_player_found_ok|That counsel seems good to me. Health be with thee at thy coming and going!
; str_rohan_edoras_guildmaster_companion|Indeed, there may be. Dark indeed must the days become before our women ride out to war alongside the menfolk - yet our fearless and high-hearted Lady Eowyn, whom all love, rides and fights as well as any Marshal. Some shieldmaidens have trained with her from childhood, and several may be found around the Golden Hall. Hardy indeed are our women! Seek one called Galmyne - she is skilled in many arts of war, and goes about like a mare chafing at an ill-fitting bridle, for she has not been given leave to ride out with the men.
; str_lorien_guildmaster_companion_player_ask|Elder, I seek aid. The least among the Elves of Lorien fight like heroes of old; will any here join my cause?
; str_lorien_guildmaster_companion_none|Evil has been seen and heard even here, among the mallorn-trees; sorrow has been known. In happier days we plucked the strings of harps; in these days we have indeed become skilled at the plucking of bowstrings. I cannot speak of heroes among us, but you should speak to the commander of our garrison here. Perhaps some few of our people may consent to join you for a time.
str_lorien_guildmaster_companion_player_none_ok|Oczekiwałem usłyszeć innych słów w twoich progach, ale będzie tak jak mówisz, mistrzu.
; str_lorien_guildmaster_player_found_ok|I thank you for your counsel, Elder. Tiro ven Elbereth!
; str_lorien_ca_guildmaster_companion|Nan Belain, here is a wonder indeed! At any other time I might have had naught but disappointment for you, but now in the company of the Lord and Lady of the Wood stands none other than the Lord Glorfindel, hero of more battles than even I can remember. I know little of such a great champion’s purpose here - he arrived with the host of Elrond, Lord of Imladris, and his own counsel he keeps, speaking only with Lord Celeborn and Lady Galadriel. Seek him out, Commander. Perhaps his cause may be joined to yours.
; str_beorn_guildmaster_companion_player_ask|Your advice, good fellow - are there any warriors of remarkable prowess here?
; str_beorn_guildmaster_companion_none|Well, I don’t know about that. Your question isn’t very clear. What kind of “remarkable prowess” do you want that you can’t find among our garrison, I ask you? We fight with stout staves and sharp hatchets, we shoot well enough with bows. I don’t know what more you could ask for.
; str_beorn_guildmaster_companion_player_none_ok|Well, then, I suppose I’d best be off. Good day to you, woodsman.
str_beorn_guildmaster_player_found_ok|Już rozumiem. No cóż, w takim razie rozejrzę się za "Dimbornem". Miłego dnia, leśniku.
; str_beorn_house_guildmaster_companion|Well, now, there’s a question. I’d say any of us could fight off a goblin or warg well enough, but our chief’s nephew is stouter than most. Spends most of his time just staring at trees, though. Or at nothing in particular. More thew than thought, if you take my meaning. Still, he’s gentle with his friends but fierce to his enemies, as one should be. Walks the woods as well as any Elf, I’d say. We call him Dimborn; not to be unkind, you understand, but we like calling things and people what they are. He ought to be around here somewhere.
; str_woodelf_guildmaster_companion_player_ask|By leave of Thranduil Elvenking, I seek champions of the Greenwood to fight in my command, Elder.
; str_woodelf_guildmaster_companion_none|Indeed? Then you may ask those of our garrison, and mayhap some will be willing to follow you. But I sense your desire runs deeper than that. Do you fancy yourself a great hero, like those from Nargothrond or Gondolin of old? Our finest warriors are needed to guard against the growing shadow in Mirkwood. Take with you what soldiers we can spare, and be content.
str_woodelf_guildmaster_companion_player_none_ok|Oczywiście, Starszy. Wszystko zostanie zrobione jak według twego rozkazu.
; str_woodelf_guildmaster_player_found_ok|I thank you for your counsel, Elder. Navaer!
; str_woodelf_halls_guildmaster_companion|Indeed? There is one among us whose aid you should not despise. Luevanna is her name, and she is kin to me, as it happens. She is young, as our people reckon it, and has an abiding love for the woods and all the creatures in it, save those which are evil. Hers is a gentle spirit - she has not fought in our array. Still, I have a hope that she may be persuaded to follow you, for then she may come to learn that though we love peaceful ways in peaceful days, times of war call for warlike deeds. See, there she stands - you may speak with her. Harthon gerithach lend vaer!
str_dale_guildmaster_companion_player_ask|Poszukuję krzepkich, walecznych wojowników gotowych na walkę.
; str_dale_guildmaster_companion_none|Well, now. Here in our town, we have always plied our trades and managed our affairs quietly, and not until recently have we had a great need for fighting men. I suppose you might ask at our barracks, and find what recruits you can from our garrison. I know of none among our captains here who would abandon his post to follow you.
str_dale_guildmaster_companion_player_none_ok|Zrobie to, miłościwy panie. Bywaj.
; str_dale_guildmaster_player_found_ok|Oft the unbidden gift proves the best value. I will speak to Faniul. Farewell!
; str_dale_main_guildmaster_companion|Well, the King and his Lords have the best claim on the service of good captains. I don’t know that any of great renown are left to follow you - but are mere fighting men all you need? What about binders of wounds, versed in herblore? I know of one such - Faniul, personal healer to the King. She was midwife to my sister - and do not look askance at her age: she is of stout heart and sturdier than she looks. I warrant she’ll bear up well under the strains of travel. Why, I think I see her taking her ease over there, in this courtyard.
str_dwarf_guildmaster_companion_player_ask|Wygląda na to, że jest tutaj kilku dzielnych wojowników. Czy któryś z nich może dołączyć do mojej drużyny?
; str_dwarf_guildmaster_companion_none|Well, you’re not wrong, there, about our skill in battle, but aren’t our lads from our garrison here good enough for you? Apart from them, I don’t know anyone else who might satisfy you - you talk as though you were a king of some sort, looking for a great champion, like in the old days. Valiant is as valiant does, say I!
; str_dwarf_guildmaster_companion_player_none_ok|You needn’t get so annoyed, good master, I was simply asking. Good day to you.
str_dwarf_guildmaster_player_found_ok|Wspaniale to słyszeć mistrzu. Miłego dnia życzę!
; str_dwarf_erebor_guildmaster_companion|Oh ho! It’s warriors you’re after, are you? Then I have just the Dwarf for you: look for one Kili Goldfinger. A most excellent and audacious Dwarf he is, and a credit to his clan. Fights almost as well as a Longbeard, though he’s still fairly young as we reckon it. Quite good at story-telling, too, and he favours the cheerful sort of tale. Go and have a talk with him - I shouldn’t think he needs much persuading to follow you out into the wide world and do his bit for the war. Now, let me see… he’s not down here at the moment. Not the Great Chamber, either. The upper halls, perhaps - look for him there.
str_rhun_guildmaster_companion_player_ask|Słyszałem, że znajdują się tu świetni wojownicy. Gdzie oni są? Kto jest godzien by do mnie dołączyć?
; str_rhun_guildmaster_companion_none|Not all our warriors here are blooded, but each of them is stronger and braver than any ten Dalishmen! Go and ask the arms master to see if he can spare any for you.
str_rhun_guildmaster_companion_player_none_ok|Pytałem się o wielkich wojowników, a ty pokazujesz mi maminsynków. Żałosne!
