
str_yes|예
str_npc19_personalityclash_speech|사령관, 우프탁 같은 천한 생명체를 계속 옆에 둘 것인지 매우 궁금하군. 물론, 오르크 놈들은 쓰레기들이고 우리들의 진정한 전사들을 위한 화살막이가 될 수 있겠으나, 그 놈은 진영을 쏘다니며 마치 권위를 가진 것처럼 인간과 오르크에게 똑같이 명령을 내린다. 내가 그 놈을 죽여버려도 너무 그리워하지 말았으면 좋겠다. 아니면 단순히 그 놈의 못생긴 코를 잘라내버릴 수도 있고.
str_npc20_personalityclash_speech|남부 왕조의 리캬다는 예절과 겸손함을 배울 필요가 있다. 그의 혀는 무례하며, 그에게 지나칠 정도로 오만하다! 나는 그가 추종자가 있는 대장이라는 것을 신경쓰지 않는다. - 열등한 멍청이들은 위대함을 더디게 인식하거나 자기보다 나아보이는 이들에게 굽신거릴 뿐이니까! 내가 그 놈에게 저지를 수 있는 일 중 일부라도 그 놈이 알게 된다면...
str_npc21_personalityclash_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc22_personalityclash_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc23_personalityclash_speech|{playername}, 나는 방금 {s11}이 어린 새들의 둥지 위를 아무렇지도 않게 짓밟고 가는 것을 보았다네. 그의 뻔뻔한 태도는 무고한 생명체들의 어린 삶을 산산조각냈어.
str_npc24_personalityclash_speech|{s11}경은 전투에서 꽤 활약하고 있지만, 머리 빛으로 적군의 눈을 멀게 하는 것이 아닐까요? 아니면 그의 명성과 거만한 태도 때문에 슬금슬금 피해가는 것이 아닌지?
str_npc25_personalityclash_speech|사령관님, {s11}에 대한 불만을 제기합니다. 그는 자꾸 저를 '녹색 요정'이라고 불리는 양주를 빚는 것 때문에 귀찮게합니다.
str_npc26_personalityclash_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc27_personalityclash_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc18_personalityclash_speech_b|위대한 이, 물어보고 싶은 것이 있는데, 발팽의 머리에 현상금이 얼마나 걸려있지? 만약 내가 그를 죽이거나 불구로 만들게 되면, 보상금으로 너에게 줄게. 전투가 끝난 후에 그 놈은 비열한 입술을 핥으며 나를 힐끔거리고 있었어. 만약 그가 다시 나를 그런 식으로 본다면, 나는 그 놈의 눈깔을 뽑아 먹여주겠다.
str_npc19_personalityclash_speech_b|내가 예상했듯이, 자신을 우프탁이라 부르는 그 겁쟁이 오르크는 전투에 아무 쓸모도 없어. 대열 뒤에서 어슬렁거리며 동료를 쥐꼬리만큼도 돕지 않아. 당신의 명분 - 그리고 내 생각에 내 왕좌를 위한 싸움에 그런 부류는 전혀 도움이 될 것 같지 않아.
str_npc20_personalityclash_speech_b|리캬다의 손이 우리에게 그렇게 도움이 되지 않는다면, 사령관, 나는 그의 팔에서 그것들을 떼내버려야겠다. 내게 전투 후에 쓰러진 적들 사이를 걷는 습관이 있다는 것을 당신은 알고 있을 것이다. -당신은 모를 것 같다만, 죽어가는 이들의 공포와 고통에는 그것을 이용할 기술을 아는 이들을 위한 강한 힘이 담겨져있다. 그러나 그 더러운 남부인은, 상처가 너무 깊어 포로가 되지 않은 이들에게 신속한 죽음을 선물하며 이리저리 돌아다닌다. 그 알갱이만한 자비 때문에 나는 망자의 죽음이라는 빛을 쬐지 못하고 있다! 그의 명예가 당신에게 얼마나 소중한 지 궁금하군?
str_npc21_personalityclash_speech_b|나는 {s11}을 혐오해.
str_npc22_personalityclash_speech_b|나는 {s11}을 혐오해.
str_npc23_personalityclash_speech_b|난쟁이족가 지하에서 더 잘 싸울 수 있을지는 몰라도, 그 일그러진 갱도에서 진작에 죽지 않았다는 것이 놀랍군. 어쩌면 그래버리는게 나을지도.
str_npc24_personalityclash_speech_b|우리는 불사의 늙은 두린과 같은 난쟁이족 영웅과 더 잘 해낼 수 있을거야, 엘프들은 자기네 숲에서 껑충껑충 뛰어다니기나 하라지.
str_npc25_personalityclash_speech_b|그것은 술에 적신 약쑥으로 만들었고, 헛것을 보는 걸 좋아하는 음유시인들과 부랑자들이 선호하는 것 같다. 내 생각에 전장에서 빈 허공만 쫓아다니는 병사들을 보는 것이 즐거워보일지도 모르겠군.
str_npc26_personalityclash_speech_b|나는 {s11}을 혐오해.
str_npc27_personalityclash_speech_b|나는 {s11}을 혐오해.
str_npc18_personalityclash2_speech|글럼은 신뢰할 수 없는 짐승이라는 것이 다가 아니다- 위대한 이여. - 그는 신뢰할 수 없다는 것을 자랑스럽게 여긴다. 그는 지난밤 캠프파이어에서 그의 이야기를, 비열한 행위를 자랑스레 우리에게 다시 들려주었다. 저 괴물을 조심히 살피는 것이 좋을 것이다, 위대한 이여. 만약 백색 손을 섬기는 동안 그의 지휘관을 배신할 수 있었다면 당신에게 그러지 못할 것은 무엇인가?
str_npc19_personalityclash2_speech|나는 {s11}이 싫다
str_npc20_personalityclash2_speech|훌드미르를 볼때마다 내 안의 이름없는 분노가 치밀어오른다. 아니, 아니, 그가 무엇을 한 건 아니다. 하지만 그와 그의 동족들, 움바르의 바닷개들은, 그들 핏줄의 가장 치욕스러운 것들이다. 그들은 감히 자신들을 고대 Anadûnê라 칭하는데 - 물론 놈들은 그 이상 알지 못하고 '누메노르'라고만 칭하고 있다. 왜냐면, 나는 훌드미르의 핏줄을 가르고 나면 한 방울의 진짜 피만 나올 것이라 생각하기 때문이다!, 놈을 내게 넘겨준다면, 직접 확인해볼 수 있겠지...
str_npc21_personalityclash2_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc22_personalityclash2_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc23_personalityclash2_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc24_personalityclash2_speech|꼴보기 좋겠어, 그렇지 대장? 만약 그 엘프 여자 {s11}이 모든 것을 조금만 망쳐놓기만 한다면 말이야.
str_npc25_personalityclash2_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc26_personalityclash2_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc27_personalityclash2_speech|내가 {s11}을 혐오한다고 말씀드렸던가요?
str_npc18_personalityclash2_speech_b|그 기괴한 생명체 글럼은 목을 잘 간수하는게 좋을거야. 그렇지 않으면 내가 잘게 썰어버릴테니까! 내가 적을 죽이려 했는데 그 놈이 갑자기 끼어들더니 내 것이어야할 살인을 저질렀어. 그리고 휙 돌아보더니 나를 비웃더군! 그 놈과 그 종족은 우리를 섬기도록 길들여졌다는 것을 기억해야지! 명예도 없는 쓰레기놈.
str_npc19_personalityclash2_speech_b|나는 {s11}을 혐오해.
str_npc20_personalityclash2_speech_b|그는 우리 중 하나가 아닐 것이다. 아니, 훌드미르 같은 사람은 아니다. 절대, 우리의 피가 그렇게 많이 묽어졌을 리가 없다. 우리의 핏줄이 그렇게까지 떨어졌을 리가 없다! 당신네 중 누구도 그가 진실한 말을 얼마나 적게 하는지, 그 놈의 생김새가 내 잃어버린 고향보다 하라드와이스에 더 가까운지 눈치채지 못한건가? 우리들 중에는 영웅이 있었다 - 엘다르에 대항하던 민첩하고 강력한 영웅들! 훌드미르는 너무 느리고, 서투르고, 그리고... 아니, 서부에서 찬 바람이 불어오는 것이 느껴져. 오싹해... 너무 오싹해!
str_npc21_personalityclash2_speech_b|나는 {s11}을 혐오해.
str_npc22_personalityclash2_speech_b|나는 {s11}을 혐오해.
str_npc23_personalityclash2_speech_b|나는 {s11}을 혐오해.
str_npc24_personalityclash2_speech_b|나는 그녀가 뒤편에서 웅크린 채 적을 향해 겨우 한두발의 화살만을 쏘는 것을 보았다. 그냥 새와 벌들이나 돌보러 그녀를 내보내는 것은 어때, 그래야 적을 죽이는 피비린내 나는 일을 계속할 수 있을 것 같은데.
str_npc25_personalityclash2_speech_b|나는 {s11}을 혐오해.
str_npc26_personalityclash2_speech_b|나는 {s11}을 혐오해.
str_npc27_personalityclash2_speech_b|나는 {s11}을 혐오해.
str_npc18_personalitymatch_speech|위대한 이, 리캬다가 전투 중에 얼마나 치명적인지 알고 있어? 화살이 얼마나 빠른지, 칼이 얼마나 날카로운지! 위대한 이, 당신이 허락만 해준다면 나는 그의 지도 아래 훈련하는데 더 많은 시간을 보내고 싶어. 그는 나에게 가르쳐줄 수 있는 많은 것들을 알고 있어서 너에게 더 쓸모있게끔 만들어줄거야.
str_npc19_personalitymatch_speech|전투의 기쁨이 내 피 속에서 노래한다! 발팡에게서도 찾아볼 수 있듯이, 나도 그렇다. 전장의 공포이자, 도망치는 무가치한 적들을 짓밟으며 웃던 그처럼. 그 동부인들은 내 강한 흥미를 불러일으킵니다, 사령관. 우리는 내가 내 것을 되찾고 로히림들이 던랜딩들을 가르치지 않는다면, 그들에게 기마술에 대해 배울 수 있을 것이다.
str_npc20_personalitymatch_speech|볼조그를 볼지어다, 위대한 볼조그를! 그가 어떻게 내 기분에 맞춰 휜 다리를 종종거리며 내가 요청한 모든것들을 수행하는지를 보아라. 작은 '우르쿠'가 해야할 마땅한 일이 아닌가. 나는 그를 꽤 좋아합니다, 사령관. 볼조그! 내 연고 좀 가져와! 당장!
str_npc21_personalitymatch_speech|위대한 업적으로 남을 전투로군요, 사령관님. 승리를 축하드립니다. 나는 {s11}이 어떻게 조용하고 확실하게 부상자와 병자들을 돌보았는지 깨달았습니다. 비록 마지막 적들이 그들에게 마땅한 최후를 맞음에도 불구하고 말입니다.
str_npc22_personalitymatch_speech|내가 {s11}을 좋아한다고 말씀 드렸던가요?
str_npc23_personalitymatch_speech|{playername}, 내가 전투를 싫어하긴 하지만, 보고 싶지 않아도 {s11}경이 화려한 말을 타고 못생긴 생물들을 매처럼 압도하고 있는 모습이 눈에 띄더군요.
str_npc24_personalitymatch_speech|피와 승리로다, 내가 좋아하는 것들이지! 물론, 그렇긴 하지만, {s11}이 내 상처에 친절하게 붕대를 감아줄만큼의 상처는 입었다.
str_npc25_personalitymatch_speech|또 하나의 승리로군요, 사령관님. 저희 병사들을 아끼는 당신의 실력을 인정합니다. {s11}과 같은 전사들이 저희 전투 계획에 큰 도움이 되는 것 같더군요.
str_npc26_personalitymatch_speech|내가 {s11}을 좋아한다고 말씀 드렸던가요?
str_npc27_personalitymatch_speech|내가 {s11}을 좋아한다고 말씀 드렸던가요?
str_npc18_personalitymatch_speech_b|위대한 이여, 리캬다 같은 전사가 네 깃발 아래서 싸운다는 것이 잘 말해준다. 나는 모든 남부 사람들이 서부인들과 크게 다르지 않게 약하고 퇴폐적이라고 생각했었는데, 만약 서방의 대열들 가운데 그와 같은 이가 더 많다면, 서부의 시대는 진작에 끝장이 났을 것이다.
str_npc19_personalitymatch_speech_b|사령관, 발팽과 나는 어젯밤 캠프파이어 주변에서 포도주 껍질을 나눠 먹고 있었다. 나는 그와 깊이 의논했고, 그는 선조의 위업들에 대해 마땅히 늘 가슴 속에 새겨야한다고 말했다. 그의 말대로 조상의 혼령들이 우리와 함께 있는지는 모르겠다. 나는 생각하는 것을 좋아하지 않는다. 하지만 왕은 자신의 혈통에 대한 이야기를 알아두어야한다. 오래 전의 아버지와 어머니들에 대해서. 발팽은 그런 것들을 아는 사람이다.
str_npc20_personalitymatch_speech_b|나는 볼조그와 같은 '우르쿠'를 만난 적이 없다. 오, 그가 사랑스럽지 못하다는 것은 인정하지만, 내 오랜 세월 동안 그는 내가 처음 만나본 것이다. 그는 단순히 숨어다니거나 살금살금 다니거나 죽이는 것 이상의 일을 할 수 있다. 그의 갈기갈기 찢어지는 손은 놀라울 정도의 재주를 갖고 있다. 그래, 놀라울 정도로 솜씨가 좋다... 그는 내가 처음 생각했던 것보다 뼈와 뼈를 다루는 기술에 대해 더 많이 배울 수 있을 것 같다.
str_npc21_personalitymatch_speech_b|생명을 보존하는 것이야말로 가장 고귀한 행동이죠, 비록 우리의 세상이 떨어져있더라도 저는 친절한 영혼과 동족애를 느낄 수 있습니다.
str_npc22_personalitymatch_speech_b|나는 {s11}을 좋아해.
str_npc23_personalitymatch_speech_b|나는 그가 몇 살인지 궁금한걸. 나보다 천 살 정도 더 많은건가? 신경쓰지 마, 넌 이해 못할 것 같으니까.
str_npc24_personalitymatch_speech_b|{s11}과 너른골 동맹군은 물론 난쟁이족 전사의 기준에 미치지는 못하지만, 이번 전쟁에서 확고한 아군임을 증명했다. 친구나 동료를 위한 최선의 선택이라고 할 수 있겠지, 굳이 말한다면야.
str_npc25_personalitymatch_speech_b|우리 너른골 사람들은 인종과 관습이 다름에도 불구하고 친구로서, 그리고 보호자로서 거친 외로운 산 난쟁이족들을 존경하고 있습니다.
str_npc26_personalitymatch_speech_b|나는 {s11}을 좋아해.
str_npc27_personalitymatch_speech_b|나는 {s11}을 좋아해.
str_npc18_retirement_speech|나는 정착해서 가정을 꾸리고 싶어하는지도 모르겠어. 아니면, 자수나 뭐 개같은 것들. 안녕.
str_npc19_retirement_speech|Listen, strange men standing around claiming royal bastardy is no basis for a system of government.
str_npc20_retirement_speech|Maybe anger isn't the way. All we need is love. Why can't we all get along?
str_npc21_retirement_speech|나는 전사의 삶이 지겨워졌다, 은퇴해야지.
