
str_yes|Ja
str_moria_main_guildmaster_companion|Ha! Verlierst zu viele Jungs im kampf, was? Wirfst unsere tapferen Jungs in den Fleischwolf und wunderst dich dann, dass du nicht genug über hast, um die Schlacht zu gewinnen? {Ein großartiger Kriegsherr/Eine großartige Kriegsherrin} bist du, was! Nun gut, schau mal dort drüben! Siehst du den Ork dort bei den Kisten, den mit Blut an den Händen und der vor sich hin grummelt? Nicht gerade ein großer Krieger, klar. Du fragst dich, wo das ganze Blut herkommt? Nun, es ist das Blut unserer verletzten Krieger, denen er wieder auf die Beine geholfen hat. Er ist ein echter Knochenflicker. Du wirst es schon bald sehen, wenn du wieder deine Jungs in ein Gemetzel führst und ein paar von ihnen hinterher wieder zusammen genäht werden müssen.
str_isengard_guildmaster_companion_player_ask|Ich habe von den kämpfenden Uruk-hai gehört. Bis jetzt bin ich nicht beeindruckt. Wo finde ich die größten unter ihnen?
str_isengard_guildmaster_companion_none|Die Besten von uns führen Stoßtrupps oder ihre eigenen Armeen an. Warum sollten sie sich erniedrigen und sich deinem Befehl unterwerfen? Nein, sie haben ihre eigenen Befehle zu befolgen, von denen ganz oben. Wenn du kämpfende Jungs haben willst, sprich mit dem Truppenausbilder. Wir haben genügend tüchtige Krieger hier. 
str_isengard_guildmaster_companion_player_none_ok|Dieser Haufen ist nicht das, wofür du ihn ausgibst. Tüchtige Krieger, kämpfende Jungs? Nur Snagas, sage ich. Niederes Gezücht.
str_isengard_guildmaster_player_found_ok|Wenn er gut im Töten ist, dann nehme ich ihn. Wenn nicht, dann schlitze ich ihn auf wie einen Fisch. Und wenn er doch nur eine wertlose Made ist, dann komme ich wieder und lasse dich dafür bezahlen, dass du meine Zeit verschwendet hast.
str_isengard_main_guildmaster_companion|{Ein großer Kriegsherr/Eine große Kriegsherrin} bist du, das ist klar, und weise bist du, da du nur die tapfersten und stärksten Krieger unter deinem banner versammelst. Und doch solltest du wissen, wenn du meinen Rat annehmen willst, dass eine Schlacht nicht nur durch Eisen und Fleisch gewonnen wird, sondern auch durch Weitsicht und Kenntnis der Bewegungen und Pläne des Feindes. Wir haben hier einen Meisterspäher, einen Ork, der Saruman dem Großen die Treue geschworen hat. Ich habe gehört, dass er viele Jahre in den Nebelbergen damit verbracht hat, Warge zu fangen und zu zähmen. Durgash ist ein gewiefter Spurenleser und Jäger. Er wird dir sehr zu Nutze sein. Du findest ihn bei den Warggruben.
str_isengard_hunting_camp_guildmaster_companion|Oho! Du denkst also, unsere besten Jungs sollen alles stehen und liegen lassen und für dich kämpfen, was? Du hast Mumm, dass muss ich dir lassen. Ich kenne genau den richtigen für dich. Nennt sich Gulm und er ist ein wildes Kerlchen. Habe nie einen gesehen, dem es solche Freude bereitet, mit seinem Kriegshammer Knochen und Schädel zu zerbersten. Und je mehr Feinde er tötet, desto wilder wird er. Ich weiß nicht genau, wo gerade ist. Aber er treibt sich auf jeden Fall hier im lager herum. Aus irgendeinem Grund scheint er keine Aufmerksamkeit auf sich ziehen zu wollen. Wäre das nach deinem Geschmack, oh [großer Kriegsherr/große Kriegsherrin}, ein Berserker der Uruk-hai?
str_dunland_guildmaster_companion_player_ask|So, dies sind also die Menschen vond en Hügeln im Dienste der Weißen Hand? Was für ein armseliger Haufen! Wo sind eure Krieger?
str_dunland_guildmaster_companion_none|Die folgenden denen, die bedeutender sind als du. Wenn du Krieger brauchst, sprich mit den Ausbildern. Sieh selbst, ob die Welpen dir in die Schlacht folgen wollen.
str_dunland_guildmaster_companion_player_none_ok|Köter und Welpen! Es wundert mich nicht, dass dieses Volk sich vor den Menschen von Rohan in den Hügeln versteckt.
str_dunland_guildmaster_player_found_ok|Einen betrügerischen Wolf werde ich kaum an meiner Seite dulden. Aber einen zahmen Jagdhund würde ich in Betracht ziehen. Ich werde sehen, was dieser Heidrek taugt.
str_dunland_main_guildmaster_companion|Schmähe uns nur, aber auf eigene Gefahr! Selbst ein struppiger Köter kann dir im Kampf den Knöchel zerbeißen. Wir werden uns an den Forgoil und ihren Verbündeten rächen - und wahrscheinlich wird es Heidrek sein, dem wir nach Edoras folgen werden. Er ist ein Mischling - sagt, dass er der Enkel eines Königs der Strohköpfe ist. Aber bei all dem sieht er nicht anders aus als jeder von uns. Und er lehrt uns auf dem Übungsplatz des Fürchten. Wenn Häuptling Daeglaf nicht auf seinen Rücken Acht gibt, dann könnte er eines Tages vielleicht Heidreks Speer darin steckend vorfinden. Möglich, dass er dir folgt, wenn er denkt, dass du es wert bist. Du findest ihm beim großen Lagerfeuer, wo unsere Häuptlinge stehen.
str_khand_guildmaster_companion_player_ask|Ich hörte, hier gäbe es große Krieger? Nun, wo sind sie? Wer ist würdig, mir zu folgen?
str_khand_guildmaster_companion_none|Jene, die sich ihre Totenmasken schon verdient haben, haben den Kriegsherrn von größerem Ruhm Gefolgschaft geschworen. Aber du könntest unter den Grubenkämpfern und den Kriegssklaven nach neuen Rekruten Ausschau halten. Beanspruche nicht mehr, als dir zusteht!
str_khand_guildmaster_companion_player_none_ok|Ich frage nach Kriegern und du zeigst mit Grubensklaven und Bauern. Du verschwendest meine Zeit.
str_khand_guildmaster_player_found_ok|Sie klingt nach einer echten Kriegern, das gebe ich zu. Aber kann ihre Wildheit auch zu meinem Nutzen gezähmt werden? Wir werden sehen.
str_khand_main_guildmaster_companion|Soso, große Krieger suchst du? Davon haben wir mehr als genügend! Aber lass mich dir von einem berichten, dessen Kampfeszorn sogar uns beeindruckt. Sie heißt Thurmbathu - ja, eine Frau! Ich hätte es selbst nicht geglaubt, wenn ich sie nicht mit meinen eigenen Augen in den Gruben kämpfen gesehen hätte. Sie hat drei Männer zugleich bewzungen und einen von ihnen erschlagen. Das war ihr Unglück - jener, den sie erschlug, war ein Sohn unseres großen Fürsten Lurmsakun und so wirst du sie nun bei den Gefangenen finden, wo sie einen schmerzhaften Tod erwartet... Es sei denn, du, Kriegsherr{/in}, könntest dich für sie einsetzen. Es wäre schade, solchen Kampfesmut einfach zu verschwenden.
str_umbar_guildmaster_companion_player_ask|Soso, die Leute hier halten sich für die Erben des großen Númenor, nicht wahr? Gibt es hier einen, der diesen Anspruch durch Taten belegen kann?
str_umbar_guildmaster_companion_none|Du kommst zu falschen Zeit. Gerade berauschen wir uns an dem Ruhm, diesen Ort eingenommen zu haben, und bereiten die gerechte Verteilung der gewonnenen Reichtümer vor. Mit anderen Worten: Die Kapitäne gehen sich gegenseitig an die Gurgel, heftige Worte werden gewechselt und es wird wohl nicht mehr lange dauern, bis Korsarenhände Korsarenblut vergießen. Einige der Seemänner sind unzufrieden und könnten einwilligen, sich dir anzuschließen, anstatt unseren Kapitänen zu folgen. Das ist das alles, was ich im Moment anbieten kann.
str_umbar_guildmaster_companion_player_none_ok|Enttäuschend. Aber was soll man von euch Seehunden auch erwarten? Ich werde woanders nach Kriegern suchen.
str_umbar_guildmaster_player_found_ok|Ein Korsar mit einer Vorstellung von Ehre! Nicht unmöglich, aber schwer zu finden. Mich kümmert nur, dass er marschiert, wie ich es ihm befehle, und kämpft, wann ich es sage.
str_umbar_main_guildmaster_companion|Nun, wenn ich mich nicht täusche, dann suchst du unsere besten Kämpfer, damit sie sich dir anschließen sollen. Seitdem vor einigen Jahren unsere Flotte abgebrannt wurde, folgen unsere besten Seemänner und Landtruppen nur noch den erfahrensten unserer Kapitäne. Aber ich habe einen Freund, Fuldimir, dessen Beförderung schon zu lange aussteht, wenn es nach mir ginge. Es liegt an dieser Marotte, die er hat - er will niemanden bestehlen, sagt er, der noch atmen kann. Welchen Sinn soll das ergeben? Jedenfalls, er ist geschickt mit dem Entermesser und zäh wie ein hartgesottener Seefahrer. Er ist gleich hier in diesem Zelt, sprich mit ihm.
str_mordor_guildmaster_companion_player_ask|Das sollen also die Besten des Schwarzen Landes sein? Kein besonderer Anblick, wie mir scheint. Sag mir, gibt es hier einen, der wirklich zu gebrauchen ist, wenn es zur Sache geht?
str_mordor_guildmaster_companion_none|Oha, was sehe ich da, {ein mächtiger Kriegsherr/eine mächtige Kriegsherrin} ist hier! Und natürlich will {der mächtige Kriegsherr/die mächtige Kriegsherrin} nur die besten der besten Krieger. Gut gut! Vielleicht wirst du merken, dass die Jungs hier ihre eigenen Pläne haben, im Ansehen des Auges aufzusteigen. Vielleicht wird Lugbúrz bald von ihnen ein bisschen mehr halten als von dir. Würde mich nicht wundern, ha! Warum gehst du nicht einfach zu den Ausbildern und forderst deine Truppen an, wie jeder andere auch?
str_mordor_guildmaster_companion_player_none_ok|Ich werde mir diese Beleidigung merken, gib nur acht! Tu mir einen Gefallen und ich werde es nicht vergessen. Aber wenn du mir keinen Respekt zeigst, dann wirst du bald merken, wie ich damit umgehe.
str_mordor_guildmaster_player_found_ok|Scheint mir, dass ich endlich einmal Glück habe! Das hast du gut gemacht. Ich werde deinen Beitrag zur Meldung bringen.
str_mordor_morgul_guildmaster_companion|Dafür brauchst du einen Uruk, nichts anderes. Das sind auf jeden Fall die besten Kämpfer in diesem traurigen Haufen. Also, wenn du nach einem vertrauenswürdigen Burschen suchst, der dir in der Schlacht den Rücken freihält, dann wirst du keinen besseren als den guten alten Gorbag finden. Wir waren mal Kameraden in der gleichen Kompanie, er und ich, ehe ich hierhin versetzt wurde, kurz nachdem das große Signal losgegangen war. Jetzt, da er keinen Patrouillendienst mehr leisten muss, könnte er sich wohl auch dir anschließen. Er sollte sich in den oberen Ebenen aufhalten, wo er die Morgulstraße im Blick behalten kann. Ständig liegt er mir damit in den Ohren, dass dort ein Spitzel durchschlüpfen könnte, ha!
str_harad_guildmaster_companion_player_ask|Ich hörte, hier gäbe es große Krieger? Nun, wo sind sie? Wer ist würdig, mir zu folgen?
str_harad_guildmaster_companion_none|Es entspricht nicht unseren Sitten, dass die Besten unter uns sich solchen wie dir anschließen, Krieger{/in}. In dieser Welt gibt es die Großen und die Kleinen; Krieger wie wir stehen immer in diesem Verhältnis zueinander. Ich rate dir, suche dir solche, die von dir im Kampf noch etwas lernen können; denn einen mächtigen Hengst sollte man nicht unter ein schwaches Joch spannen, denn der Hengst würde das Joch zerstören, zum Nachteil aller.
str_harad_guildmaster_companion_player_none_ok|Wenn ich dich richtig verstanden habe, so hast du mich gerade beleidigt. Ich werde dies nicht vergessen.
str_harad_guildmaster_player_found_ok|Gut, ich hoffe dieser Lykyada ist ein solch großer Krieger wie du sagst.
str_harad_main_guildmaster_companion|Ich habe am Feuer eine Geschichte gehört: Als die schwarze Schlange ihre Bannermänner zu sich rief, die unsere besten berittenen Bogenschützen sind, da prahlten viele davon, wie die Reichtümer des Westens schon bald ihnen gehören würden. Aber einer, den wie Lykyada nennen, stand abseits und schwieg. Und als sie ihn fragten, was er hoffte, im Westen für sich gewinnen zu können, da beugte er sich vor, nahm eine Handvoll Sand und sagte: "Wonach sollte es mich gelüsten, was mir durch das Land meiner Geburt nicht schon gegeben wäre? Sehet, ich sende ihnen ein Geschenk von dem Sand, auf dem ich stehe." Und während er das sagte, ließ er den Sand im Ostwind in Richtung Westen davonwehen. Da bereuten alle, die das gehört hatten, ihre unüberlegten Worte und schworen, ihm zu folgen. Falls er dich für würdig hält, Krieger{/in}, so folgt er vielleicht dir. Sieh nach ihm im Zelt der Häuptlinge.
str_rohan_hornburg_guildmaster_companion|Alle hier in der Hornburg haben ihre festen Aufgaben, Herr{/in} - alle bis auf einen, sollte ich sagen. Vielleicht wird jener mit Euch ausreiten, denn ansonsten dürfte er sich glücklich shcätzen wenn eine andere Èored ihn aufnimmt. Ein armer Trunkenbold ist er, unser Ulfas. Er versteht es, seine Gefährten aufzuheitern, und er ist auch ein fähiger Reiter, aber er ist nicht fähig, einen Bierkrug abzusetzen ohne ihn erst auszutrinken. Wenn Euch das nicht stört, dann sucht nach ihm in der Vorhalle der Burg.
str_imladris_guildmaster_companion_player_ask|Ältester, ich suche nach berühmten Kriegern, Elb oder Mensch, aus dem sagenhaften Norden.
str_imladris_guildmaster_companion_none|Dann sieh genauer hin, Herr{/in}. Vor dir siehst du das letzte große Aufgebot des Nordens in diesem Zeitalter und allen, die noch folgen werden. Mensch und Elb, die hergekommen sind, hoffen nicht auf ihre Rückkehr. Wir kommen aus dem letzten heimeligen Haus; und aus den Tälern und Wäldern von Eriador kommen die letzten der Núnatani, die Ihr die Dúnedain nennt. Ein jeder von uns hat seine Aufgaben und keiner wird sich Euch anschließen nur weil Ihr es wünscht. Es sei denn, Ihr benutzt Euren Verstand und fragt unseren Ausbilder.
str_imladris_guildmaster_companion_player_none_ok|Ich verstehe, Ältester. Habt Dank.
str_imladris_guildmaster_player_found_ok|Ich verstehe, Ältester. Habt Dank.
str_show_keybinds_form|Tastenbelegung: ^^ Formationen: ^Nutze F1 um der ausgewählten Abteilung Befehle zu erteilen. ^Halte F1 um der gewählten Abteilung Position zuzuweisen. ^Halte F1 auf eine feindliche Division, um sie anzugreifen. ^^ Waffenbefehl wechseln - O ^^ Kameratyp wechseln - Strg+Ende^^Sammelbefehl - V^^Pferd rufen - M^^Befehlsansicht/Minikarte - RÜCK
str_mordor_cungol_guildmaster_companion|Ohoo, einen echten Kämpfer willst du also! Da habe ich genau den richtigen Burschen für dich. Er ist ein Liebling der großen Bosse. Lass dich nicht von seiner schwächlichen Gestalt täuschen, oh nein! Es würde mich nicht wundern, wenn er bald selbst ein Boss ist, wenn er so weitermacht. Drück ihm eine große Axt in die Hand, stell' ihn direkt in die erste Reihe und sie dir an wie er sich schlägt! Er wird deinen Feinden sicher Schmerz und Keid zufügen! - Was gibts da zu lachen, Jungs!? Weitermachen, ihr Maden! - Dieses Pack kennt keine Disziplin. Ganz anders Ufthak! Nimm ihn mit, du wirst es nicht bereuen! Du kannst Ufthatk dein Leben anvertrauen. Sieh, er steht ganz oben auf dem Turm. Wahrhaft eine majestätische Gesalt, nicht wahr?
str_gundabad_guildmaster_companion_player_ask|Alles was ich hier sehe ist ein ärmlicher Haufen von Feiglingen, die lieber wegrennen als kämpfen. Wo finde ich echte Krieger?
str_gundabad_guildmaster_companion_none|Mir ist's gleich, wo du her kommst - aber hier passt du auf, was du sagst! Oh ja, gib Acht, wie du mit uns sprichst, oder du landest im dunkelsten Loch das wir haben! Unsere Kämpfer sind draußen, kämpfen genen Diebe und Landräuber und mörderische Elbenfreunde. Und was ist mir dir, eh? Drückst dich vor dem Kampf und spähst lieber unser Heim aus? Ab mit dir, zurück an die Front, wie es sich für einen richtigen Krieger gehört!
str_gundabad_guildmaster_companion_player_none_ok|Halte deine Zunge zurück, wenn du weißt was gut für dich ist.
str_gundabad_guildmaster_player_found_ok|Habe ich recht verstanden? Diese "Berta" ist ein denkender Troll? Das muss ich mir ansehen!
str_gundabad_guildmaster_companion|Pass' auf was du sagst, oder jemand hier stopft dir dein Maul! Oh ja, mache einen falschen Schritt und ich muss nur mit dem Finger schnipsen und die wanderst in die Kampfgruben! Da haben wir etwas ganz besonders für Angeber wie dich! Das wird dir gefallen, wenn du gegen die alte Berta antrittst! Ich würde meine ganze Monatsration wetten, dass du nicht einen einzigen Hieb von ihr aushältst. Sie ist der gerissenste Troll, den wir je gefunden haben - aber wir sind noch gerissener, weißt du, denn wir warn es, die sie in Ketten gelegt haben! Haben uns einen kleinen Spaß erlaubt und sie unter dem alten Zwergenkönig in der hinteren Höhle angekettet. Damit sie nicht so allein ist, hehehe. Nun? Wagst du es, mal ein paar Schläge mit ihr zu wechseln?
