
str_yes|Sí.
str_npc19_home_description|Me gustaría ver a nuestros pueblos unidos, como lo estuvieron en el pasado. Nunca más se verá a mujeres de cabello bruno acunar en sus pechos a niños enfermos, mientras sus primos de pelo claro festejan en sus cálidos salones comiendo carne y embriagándose con vino. Nunca más mirará el montañés moreno con resquemor a las manadas de caballos guiadas por granjeros de cabellera dorada. Cuando sea rey, me encargaré de que se haga justicia. Pero primero, los tiranos de Rohan pagarán el precio de la sangre.
str_npc20_home_description|Lo recuerdo bien: Thráin, hijo de Thrór. ¡Imprudente y presuntuoso vástago de una línea rota, pretendiente de un trono sin valor! Resistió grandes tormentos a mis manos. Pero nadie se resiste a la voluntad de Zigûrphel por mucho tiempo, capitán. Nadie. Le arrebaté su Anillo en las mazmorras de Dol Guldur y lo envié a la Torre Oscura, y fui bien recompensada. ¡En gran estima me tenía entonces el Señor Oscuro!
str_npc21_home_description|En toda mi vida, no me he arrimado nunca a ninguna brujería, y sería una pena empezar ahora.
str_npc22_home_description|Construido en el pasado por el Reino del Sur, ahora sirve de guarida para aquel que llamamos el Mago Blanco, conspirando, sin duda, para aumentar su poder a costa de otros.
str_npc23_home_description|Nunca me había aventurado tan lejos, pero he oído a los exploradores del Bosque Verde decir que puede ser que encontremos Nazgûl por aquí. Noto una presencia maligna, pero no sabría ponerle nombre. No obstante es poderosa, así que estemos alerta.
str_npc24_home_description|Viendo la desolación del lugar, y la cantidad de pisadas de orcos, temo por el destino del valiente Balin y su expedición. Parece que Moria ha caído en la Sombra, así que debemos ir con cuidado.
str_npc25_home_description|Muy de vez en cuando un mercader ambulante llega al mercado de Valle y ofrece la mejor miel que yo haya probado nunca. Por alguna extraña razón dice que ha sido «elaborada por osos» y se echa a reír.
str_npc26_home_description|Las malditas murallas son demasiado altas y duras para que mi martillo las pueda romper. Me imagino que si alguna vez hacemos huir a los Hombres de esa pocilga de Edoras, correrán a esconderse detrás de estas murallas.
str_npc27_home_description|¿Conoces esa ciudad?
str_npc18_home_description_2|Me agrada marchar contigo, Gran {Guerrero/Guerrera}. Los líderes de mi pueblo querrán poseer de nuevo esta tierra, que una vez fue suya. Que tomen cuanta quieran, de Gondor y de todo el Oeste. Por mi parte, seré feliz mientras pueda derramar sobre este suelo la sangre de más enemigos.
str_npc19_home_description_2|Cuando la larga guerra haya terminado, hablarás en mi favor, ¿verdad, capitán? ¿Intercederás por mí ante cualquiera que sea el Poder que salga triunfante sobre el otro, el Ojo o la Mano? ¿Prestarás tu voz a mis pretensiones, para que me concedan Edoras y todo Rohan como feudo, para vivir y gobernar allí?
str_npc20_home_description_2|Destruiremos las obras de los Valar en la Tierra Media, de las que los Enanos son parte principal. Sí, será maravilloso deshacer los que el Hacedor creó. Aplastaremos a los Enanos bajo nuestros pies, arrasaremos los últimos reinos de los Hombres inferiores, y nos reiremos mientras los Elfos se desvanecen en la bruma como fantasmas. ¡Entonces llegará el día en que me plante ante las Cuevas de los Olvidados, en Valinor, y convoque a mi Rey de nuevo!
str_npc21_home_description_2|En toda mi vida, no me he arrimado nunca a ninguna brujería, y sería una pena empezar ahora.
str_npc22_home_description_2|Que esto sirva como recordatorio de que hasta los más grandes, incluso uno de los Istari, puede corromperse y caer en la Sombra. Aquéllos que anhelan poder pueden ser derrotados por él, así que evitemos cualquier demora.
str_npc23_home_description_2|Siento la presencia de malvados ejércitos tras sus muros, listos para marchar a la guerra... ¿Contra la hermosa Lothlórien? ¿Contra los ciudadanos de Valle? ¿Contra mi tierra natal del Bosque Verde? No puedo saberlo, pero te ruego que hagas todo lo posible para frustrar sus planes.
str_npc24_home_description_2|Si los azares de la guerra nos deparan alguna vez un numeroso ejército deberíamos arriesgarnos a entrar en las Minas y recuperar sus fabulosas riquezas.
str_npc25_home_description_2|Puedo oler la delicada fragancia de muchas flores y ver a las abejas recolectando su néctar. Si no te importa, recogeré algunas hierbas, sólo será un momento. 
str_npc26_home_description_2|No deberíamos deambular por aquí sin que nos apoye una gran horda Uruk-hai. A no ser que quieras hacerles muecas a los centinelas de las murallas, claro.
str_npc27_home_description_2| Minas Morgul; donde los Nazgûl beben durante todo el día, ¡jar, jar, jar! 
str_npc18_home_recap|Era una prisionera encadenada, condenada a muerte por matar a uno de los hijos de Lurmsakun en el foso de entrenamiento. Tres vinieron a la vez contra mí, y los derroté, pero uno murió de sus heridas. Entonces tú intercediste por mí y me liberaste. Ahora mato por ti, y moriría por ti si fuera necesario.
str_npc19_home_recap|Sangre real de Rohan corre por mis venas, lo juro. El Rey Fengel fue mi abuelo, aunque nunca tomó a mi abuela como esposa. Los Jefes de las Tierras Brunas tienen celos de mí, y me mantienen lejos del combate para evitar que realice grandes hazañas, que me traerían gloria y atraerían hombres a mi causa. Entonces tú me acogiste bajo tu estandarte. Ahora, aguardo el día en que he de sentarme en mi legítimo trono en Edoras.
str_npc20_home_recap|¿Qué más hay que contar, capitán? Solía practicar mis artes en las mazmorras de Dol Guldur. El ojo de mis sueños ve muchas cosas lejanas y ocultas, y te vio a ti y tus obras en esta Guerra. Parece ser que tengo que darte cuanta ayuda pueda, para hacer que caigan los Poderes del Oeste y el Poder del Este se alce de nueve y reine hasta el fin del mundo.
str_npc21_home_recap|Me lo pasé en grande dirigiendo una auténtica banda de saqueadores en las montañas, hasta que bebí demasiado y me aposté hasta mi vida jugando con esos tramposos de Gundabad.
str_npc22_home_recap|Saciaré tu curiosidad, pero no nos demoremos aquí.
str_npc23_home_recap|Nací y crecí en el Bosque Negro, entre los Elfos Silvanos. Nuestra pericia en los bosques es conocida por todos.
str_npc24_home_recap|Soy hijo de Dwalin, del pueblo de Durin.
str_npc25_home_recap|Soy una sanadora y herbolaria de Valle.
str_npc26_home_recap|Gulm te dirá lo que quieras saber. Pero la charla no mata a nuestros enemigos.
str_npc27_home_recap|Seré breve.
str_npc18_honorific|Gran {Guerrero/Guerrera}
str_npc19_honorific|Capitán
str_npc20_honorific|Capitán
str_npc21_honorific|{Jefe/Jefa}
str_npc22_honorific|Capitán
str_npc23_honorific|{guerrero/guerrera}
str_npc24_honorific|capitán
str_npc25_honorific|Capitán
str_npc26_honorific|{Amo/Ama}
str_npc27_honorific|{Amo/Ama}
str_gondor_guildmaster_companion_player_ask|Con el permiso del Señor de Gondor, vengo en busca de aliados valientes. ¿Hay alguno en este lugar?
str_gondor_guildmaster_companion_none|No, capitán. El valor que tenemos, lo necesitamos para defender nuestros propios muros. Puedes ir al cuartel donde encontrarás soldados con coraje y experiencia..., aunque me temo que tienen más del primero que de la segunda. Siempre hemos sido comerciantes, artesanos y granjeros. Nuestros mejores soldados van a alistarse a la capital; tal vez deberías probar suerte en la Ciudad Blanca.
str_gondor_guildmaster_companion_player_none_ok|Muy bien. Te agradezco el consejo.
str_gondor_guildmaster_player_found_ok|Te doy las gracias. Que la buena voluntad de nuestros pueblos vaya contigo.
str_gondor_mt_guildmaster_companion|Bueno, capitán, pues hay uno, y con mucho gusto te hablaré de él; es un guardia de la puerta, de nombre Cirdil, y aun ahora mismo te garantizo que lo encontrarás haciendo su patrulla. Es valiente y buen cumplidor de su deber, pero cuando he hablado con él últimamente, me ha dado la impresión de que desearía hacer algo más que montar guardia en las murallas mientras la Sombra crece al otro lado. Seguro que agradecería la oportunidad de aventurarse más allá de la Ciudad Blanca en tu compañía.
str_gondor_ha_guildmaster_companion|Ciertamente los hay. Dos son los lugartenientes a los que nuestro Capitán Faramir más estima: Mablung y Damrod. Damrod está ausente, cumpliendo órdenes de nuestro capitán; pero a Mablung lo podrás encontrar cerca de la cueva, si sigues un poco por este camino. Nosotros, los Montaraces, somos grandes arqueros y maestros de los bosques; y Mablung nos aventaja a muchos. Es un hombre de grandes cualidades, considerado uno de los mejores de entre nosotros. Quizás le den licencia para acompañarte durante un tiempo.
str_rohan_guildmaster_companion_player_ask|Con la venia del Rey Théoden voy en pos de valientes Rohirrim. ¿Algún guerrero con agallas para seguirme?
str_rohan_guildmaster_companion_none|Mejor sería que vinieras a ofrecer ayuda en vez de a pedirla. Caballos, espadas, lanzas... Eso es lo que ahora necesitamos. En cuanto a tu pregunta: ve al cuartel. Allí encontrarás a aquellos de nuestro pueblo que están dispuestos a marchar. Pero la mayoría son jóvenes aún lampiños, y los que no, son cuidadores y conductores de ganado, sin experiencia en armas.
str_rohan_guildmaster_companion_player_none_ok|Yo también me preocupo por tu pueblo, Thain. Adiós.
str_rohan_guildmaster_player_found_ok|Tu consejo me parece sabio. ¡Que no te falte la salud!
str_rohan_edoras_guildmaster_companion|Bien pudiera ser. Oscuros han de volverse los días antes de que nuestras mujeres cabalguen a la batalla junto a los hombres; sin embargo, nuestra Dama Éowyn, a la que todos amamos, es intrépida y de noble corazón, y cabalga y lucha tan bien como cualquier Mariscal. Varias doncellas han entrenado con ella desde la infancia, y puedes encontrar a algunas en el Castillo de Oro. ¡Por cierto que nuestras mujeres son templadas como el acero! Busca a una que se llama Galmyne; está versada en muchas artes de guerra, y va por ahí como una yegua tascando el freno, pues no se le ha dado licencia para marchar a la guerra con los hombres.
str_lorien_guildmaster_companion_player_ask|Anciano, busco ayuda. Aun los menores entre los Elfos de Lórien luchan como héroes de antaño; ¿se unirá alguno a mi causa?
str_lorien_guildmaster_companion_none|El mal se ve y se oye incluso aquí, entre los mallorn; hemos conocido la tristeza. En días más felices, pulsábamos las cuerdas de las arpas; es estos días, nos hemos vuelto más hábiles con las cuerdas de los arcos. No sé de ningún héroe entre nosotros, pero deberías hablar con el capitán de nuestra guarnición. Tal vez algunos de los nuestros consientan en unirse a ti por un tiempo.
str_lorien_guildmaster_companion_player_none_ok|Esperaba oír palabras más gratas en esta grata tierra vuestra. Pero así será como tú dices, Anciano.
str_lorien_guildmaster_player_found_ok|Te agradezco tu buen consejo, Anciano. Tiro ven Elbereth!
str_lorien_ca_guildmaster_companion|Nan Belain! ¡Qué maravillosa coincidencia! En cualquier otro momento,  quizás tendría que decepcionarte, pero ahora, en la compañía del Señor y la Dama del Bosque, reside nada menos que el Señor Glorfindel, héroe de más batallas de las que incluso yo tengo memoria. Poco sé del propósito que ha traído aquí a tan gran paladín. Llegó junto a la hueste de Elrond, Señor de Imladris, y nada dice de sus asuntos, hablando tan solo con el Señor Celeborn y la Dama Galadriel. Búscalo, capitán; puede que vuestras causas tengan un destino común.
str_beorn_guildmaster_companion_player_ask|Busco tu consejo, buen hombre: ¿contáis aquí con algún avezado guerrero?
str_beorn_guildmaster_companion_none|¿«Avezado»? Bueno, no sé qué decirte. Tu pregunta no es muy clara. ¿Qué es lo que buscas que no puedas encontrar entre los hombres de nuestra guarnición? Luchamos con garrotes gruesos, hachas afiladas, y no se nos da mal el arco. No sé qué más se puede pedir.
str_beorn_guildmaster_companion_player_none_ok|Bueno, entonces supongo que será mejor que me vaya. Que tengas un buen día, hombre del bosque.
str_beorn_guildmaster_player_found_ok|Ya veo. Bien, buscaré a ese tal «Tarugo». Que tengas un buen día, hombre del bosque.
str_beorn_house_guildmaster_companion|Vaya, menuda pregunta. Yo diría que cualquiera de nosotros puede defenderse de un trasgo o un huargo, pero el sobrino de nuestro jefe es especialmente robusto. Aunque se pase el día embobado mirando a los árboles o con la mirada perdida. Tiene más músculo que seso, si sabes a qué me refiero... Aun así, es amable con sus amigos y feroz con sus enemigos, como debe ser. Me atrevería a decir que se mueve por los bosques tan bien como cualquier elfo. Lo llamamos Tarugo, pero sin malicia; nos gusta llamar a las cosas y a las personas por lo que son. Debería andar por aquí cerca.
str_woodelf_guildmaster_companion_player_ask|Con el permiso de Thranduil el Rey Elfo, busco a campeones del Bosque Verde que luchen a mi lado, Anciano.
str_woodelf_guildmaster_companion_none|¿De veras? Entonces puedes preguntar a los de nuestra guarnición, y tal vez alguno esté dispuesto a seguirte. Pero percibo que tus deseos van más allá. ¿Acaso te consideras {un gran héroe/una gran heroína}, como aquellos de las antiguos reinos de Nargothrond o Gondolin? Nuestros mejores guerreros son necesarios aquí para defendernos de la creciente sombra del Bosque Negro. Confórmate con llevarte a soldados de los que podamos prescindir.
str_woodelf_guildmaster_companion_player_none_ok|Muy bien, Anciano. Como desees.
str_woodelf_guildmaster_player_found_ok|Te agradezco el consejo, Anciano. Navaer!
str_woodelf_halls_guildmaster_companion|¿De veras? Hay una entre nosotros cuya ayuda no deberías despreciar. Luevanna es su nombre, y resulta ser pariente mía. Es una elfa joven, y siente un profundo afecto por el bosque y las criaturas que cobija, salvo las malvadas. Tiene un espíritu delicado y nunca ha luchado en nuestras filas. Aun así, albergo la esperanza de que puedas persuadirla para que te siga. Quizás así llegue a entender que, aunque somos pacíficos en tiempos de paz, la guerra nos llama a las armas. Mira, allí está; puedes ir a hablar con ella. Harthon gerithach lend vaer!
