
str_yes|是。
str_npc25_home_description_2|我能聞到甜蜜的花香也能看到蜜蜂收穫的花蜜。如果你不介意的話，我能去摘點藥草來用嗎，只要幾分鐘就好了。
str_npc26_home_description_2|如果我們沒有一大群強獸人撐腰的話在這逗留一點用都沒有。當然，除非你想對牆上的哨兵做鬼臉。
str_npc27_home_description_2|米那斯魔窟，戒靈在那裡整天喝酒，哈-哈！
str_npc18_home_recap|我曾是一個被關起來的囚犯，因為在訓練坑裡斬殺了魯薩昆的一個兒子而被判死刑。他們三人一起朝我攻來，而我打敗了他們，但其中一個因傷而死。然後你為我說了情，並讓我重獲自由。現在我會為你而殺，必要時也會為你而死。
str_npc19_home_recap|我發誓，我有洛汗王家之血-范哲爾王是我的祖父，即使他從來沒有娶我的祖母做老婆。登蘭德的酋長們忌妒我，並讓我遠離戰鬥害我不能做大事，無法贏得榮耀和人望到我的旗幟下。不過你讓我加入了你的旗幟下。現在我拭目以待自己坐在伊多拉斯我應得王位上的那天。
str_npc20_home_recap|還有什麼能說的，指揮官？我在多爾哥多的地牢裡精通了我的法術。我夢中的眼睛看的又深又遠，我看見了你和你在這場戰爭中的作為。看來我必須盡我所能的援助你，這樣西方的力量才能衰弱而東方的力量才能崛起統治世界至其末日來臨。
str_npc21_home_recap|窩以前在山裡帶著一團正當的掠奪者過著快活的日子，直到有天窩喝太多並跟那些剛達巴來的作弊鬼把自己的下半輩子賭掉了。
str_npc22_home_recap|我會滿足你的好奇心的，但別在這裡逗留了。
str_npc23_home_recap|我生長在幽暗密林中，是一位西爾凡精靈。我們種族的森林知識豐富是眾所皆知的。
str_npc24_home_recap|我是都靈一族的德瓦林之子。
str_npc25_home_recap|我是一名來自河谷鎮的治療師兼藥師。
str_npc26_home_recap|葛魯姆會跟你說該知道的事，但講話是殺不死敵人的。
str_npc27_home_recap|我會盡快搞定的。
str_npc18_honorific|大人
str_npc19_honorific|指揮官
str_npc20_honorific|指揮官
str_npc21_honorific|首領
str_npc22_honorific|指揮官
str_npc23_honorific|戰士
str_npc24_honorific|隊長
str_npc25_honorific|指揮官
str_npc26_honorific|主人
str_npc27_honorific|主人
str_gondor_guildmaster_companion_player_ask|以剛鐸領主之名，我正在尋找勇敢的同伴。這裡有這種人嗎？
str_gondor_guildmaster_companion_none|沒有，指揮官。我們的英勇之士都需要保衛我們自己的城牆。不過你可以去兵營找找看有勇氣和經驗的士兵-恐怕，前者比後者多就是了。我們幾乎都是商人、工匠和農民。我們最好的士兵都去首都參軍了-或許你可以去白之城看看。
str_gondor_guildmaster_companion_player_none_ok|好吧。我感謝你的諫言。
str_gondor_guildmaster_player_found_ok|我謝謝你。願所有良人的善意與你同在。
str_gondor_mt_guildmaster_companion|怎麼會沒有呢，指揮官，有一個，我很樂意告訴你關於他的事；他是個大門守衛，名叫凱瑞迪爾，你現在去的話他應該正在值班。他既盡責又勇敢-但我最近跟他聊天的時候，他看起來似乎不希望在牆外黑暗聚集時單單的守望著。他絕對會很樂意跟你們一眾一起去白之城外冒險的。
str_gondor_ha_guildmaster_companion|確實有。法拉墨隊長很器重我們的兩個指揮官，馬伯龍和達姆羅德。達姆羅德奉隊長的命令出征了；不過馬伯龍大概在那邊的洞穴裡，沿著這條小徑走一段路就到了。我們這些遊俠知曉不少草木相關和弓術的知識；而馬伯龍則在大部分人之上。他是個勇猛的人，算是我們之中最好的。或許他會被允許離開去陪你一段時間。
str_rohan_guildmaster_companion_player_ask|以希優頓王之名，我在尋求勇敢洛汗人的幫助。這裡有任何堅實的戰士會跟著我嗎？
str_rohan_guildmaster_companion_none|我還比較希望你是來提供援助，而不是來尋求的。馬匹、刀劍、長槍-這些我們現在都很缺。至於你的問題：去兵營吧。在那你能找到我們願意騎乘出發的同胞們，即使他們-大多都是連鬍子也沒長的年輕人，或沒經驗的牧民和牧羊人。
str_rohan_guildmaster_companion_player_none_ok|鄉紳啊，我也擔心著你的同胞。告別。
str_rohan_guildmaster_player_found_ok|我覺得這個諫言很好。願健康與你同在！
str_rohan_edoras_guildmaster_companion|確實，可能有。這黑暗的時代讓我們的女人跟男的一起騎馬出征-但我們既無畏又高尚的伊歐玟女士，眾所愛戴的她，騎馬打仗就像任何元帥一樣。有些執盾女從小就跟她一起受訓，有幾個人就在金之大殿附近。我們的女人真是勤勞啊！你去找找有個叫格爾瑪的-她精通許多戰爭之道，但現在就像一匹被爛韁繩拴住的良駒，因為她不被允許跟男人一同騎馬出征。
str_lorien_guildmaster_companion_player_ask|長者，我正在尋求援助。有些羅瑞安的精靈戰鬥起來就像古早的英雄；這裡有任何人願意加入我嗎？
str_lorien_guildmaster_companion_none|即使在這裡的梅隆樹林中，也能聽聞邪惡的到來；大家都很憂傷。以往快樂的時光中我們會彈奏豎琴的弦；近來則是確實精通了弓弦。我說不出我們之中有誰是英雄，但你可以跟我們駐軍的指揮官談談。也許會有同胞願意加入你一段時間吧。
str_lorien_guildmaster_companion_player_none_ok|我原本還希望能在你們這片美好的土地上得到更好的回覆。但現實就如你所言吧，長者。
str_lorien_guildmaster_player_found_ok|我感謝你的諫言，長者。願瓦爾妲守護你！
str_lorien_ca_guildmaster_companion|維拉們在上，這裡的確有個奇觀！要是在平時我可能只能給你令人失望的回覆，但現在森林之主和女士身旁的不是別人正是葛羅芬戴爾大人，參加過比我能記得還要更多戰鬥的英雄。我對這等冠軍勇士在這的理由所之甚少-他是跟愛隆，伊姆拉崔之主的大軍一起來的，但他不跟旁人分享，只跟凱勒鵬大人和凱蘭崔爾女士說話。去找找他吧，指揮官。也許他的大業會讓他跟你合作吧。
str_beorn_guildmaster_companion_player_ask|好傢伙，給些建議吧-這裡有任何令人印象深刻的勇猛戰士嗎？
str_beorn_guildmaster_companion_none|呃，我不知道欸。你的問題有點難懂。我問你，什麼樣的"令人印象深刻的勇猛"在我們的駐軍裡是沒有的？我們用粗棍子和鋒利的斧頭戰鬥，射箭也很在行。我不知道你還想要求什麼。
str_beorn_guildmaster_companion_player_none_ok|那，我想，我得先走了。祝你有美好的一天，山林人。
str_beorn_guildmaster_player_found_ok|我明白了。好，我會去找找這個叫"丁博"的。祝你有美好的一天，山林人。
str_beorn_house_guildmaster_companion|好吧，我想想，那是個好問題。我認為我們隨便一人都能擊退哥布林或座狼，但我們酋長的外甥比大多人都還粗壯。雖然，他大部分都在盯著樹看。或是盯著虛空。是個筋肉腦，你懂吧。不過，他對朋友很溫和而對敵人很兇猛，我們都該如此。我認為，他游走在林間就跟任何精靈一樣。我們叫他傻子丁博；但不是出自惡意，你要理解，我們習慣對人實話實說。他應該就在這附近吧。
str_woodelf_guildmaster_companion_player_ask|長者，以瑟蘭督伊精靈王之名，我正在尋找能在我指揮下戰鬥的綠森冠軍勇士。
str_woodelf_guildmaster_companion_none|是嗎？那你可以問看看我們的駐軍，或許會有人願意跟隨你。但我認為你想找的是偉大的英雄，像古代納國斯隆德或貢多林的那些吧？我們最好的戰士還得防衛陰影在幽暗密林裡的增長。你就帶走我們能提供的士兵，然後知足吧。
str_woodelf_guildmaster_companion_player_none_ok|好吧，長者。如你所言。
str_woodelf_guildmaster_player_found_ok|我感謝你的諫言，長者。再見！
str_woodelf_halls_guildmaster_companion|是嗎？那你不能錯過我們其中一人的援助。她的名字是露亞瓦納，然後剛好，是我的親屬。她很年輕，至少以我們的標準來說，然後她充滿了對森林和其中所有生物的愛，當然除了邪惡的那些。她有著溫柔的靈魂-她還沒在我們的列隊中戰鬥過。不過，我還是希望她能被說服去跟隨你，這樣她就能學到雖然我們喜愛在和平時代過著平靜的生活，戰亂時代還是必須有戰士的樣子。看吧，她就站在那邊-你可以去跟她談談。祝你旅途順利！
str_dale_guildmaster_companion_player_ask|好先生，我正在尋找能在這場戰爭中和我一起戰鬥的堅強戰士。
str_dale_guildmaster_companion_none|我吧，我想想。在我們的城鎮裡，我們一直以來都靜靜的在貿易和管理自家的事務，直到最近才大量需要能作戰的人手。我想你可以去問問我們的兵營，從駐軍中找找新兵。我不認為隊長們之中會有人離開崗位去跟隨你的。
str_dale_guildmaster_companion_player_none_ok|我會那麼做的，好先生。在此告別。
str_dale_guildmaster_player_found_ok|通常隱藏的天份才是最好的。我會跟法妮爾談談的。告別！
str_dale_main_guildmaster_companion|嗯，國王和他的領主們已經佔走大部分優良隊長們的忠誠了。我不知道還剩下什麼聲名遠播的人能加入你-不過你只需要能戰鬥的人嗎？要不然會縫合傷口、精通藥草學的人如何呢？我知道有個-法妮爾，國王的私人治療師。她曾是我姊妹的產婆-別被她的年齡唬住：她的內心比外表粗壯堅實多了。我想她絕對能忍受旅途的壓力。哦，我想我看到她就在那邊休息了，就在這個廣場上。
str_dwarf_guildmaster_companion_player_ask|好先生，這裡似乎有一些英勇的戰士。會有人願意加入我們一眾嗎？
str_dwarf_guildmaster_companion_none|嗯，你倒是沒說錯啦，那些，關於我們戰技的部分，但我們駐軍裡的弟兄們對你來說還不夠好嗎？除了他們，我不知道還有誰能滿足你-講的好像你是個國王一樣，尋找冠軍勇士，就像活在過去的樣子。我說，英勇就是英勇啊！
str_dwarf_guildmaster_companion_player_none_ok|沒必要那麼煩躁啦，好先生，我只是問問而已。祝你有愉快的一天。
str_dwarf_guildmaster_player_found_ok|聽起來真不錯，大師。祝你有愉快的一天！
str_dwarf_erebor_guildmaster_companion|吼吼！你在尋找戰士，對吧？那我剛好有個適合你的矮人：去找金指奇力。他是最優秀和大膽的矮人，是他氏族的驕傲。即使在我們看來他仍十分年輕，戰鬥起來卻不遜於長鬍矮人。對了，他也蠻會說故事的，喜歡說令人愉快的故事。去跟他談談吧-我覺得他並不需要多少心力就能被說服跟你去外面廣闊的世界為戰爭盡一份心力。現在，讓我看看...他目前不在下面這裡。也應該，不會在索爾之間那。或許，在大殿上層-去那裡找看看吧。
str_rhun_guildmaster_companion_player_ask|我聽說這裡有偉大的戰士。他們在哪裡？誰值得加入我？
str_rhun_guildmaster_companion_none|我們不是每個戰士都浴過血，但隨便哪個都比十個河谷鎮民加起來強多了！去問糾察長看看他能不能提供幾名給你吧。
str_rhun_guildmaster_companion_player_none_ok|我要偉大的戰士，你給我看的卻是還得喝奶的人。呸！
str_rhun_guildmaster_player_found_ok|聽起來真不錯。終於-一個有魂魄的戰士！
str_rhun_maincamp_guildmaster_companion|我們最好的攜劍者和騎手都已經跟軍閥們一起出征了。但還有個目前還沒得到酋長們的青睞。不是因為他很軟弱；差多了！是因為他管不住自己的舌頭，並高聲反駁酋長們，說他們的動作太緩慢和過度謹慎。如果照他說的做，我能跟你賭附近的鄉村都會陷入火海。他的名字是瓦爾凡，平時都在囚犯的籠子附近訓練，離這個帳篷不遠。
str_guldur_guildmaster_companion_player_ask|我在這看到的都是卑鄙鬼祟的烏合之眾，搞不好一開打就會逃跑了。你們正當的戰士在哪裡？
