qstr_Received_{reg0}_dama|{reg0}のダメージを受けました。
qstr_It_was_nothing._I_wi|どうという事はない。また連中が戻って来ないか、目を光らせておこう。
qstr_Slaying_these_maggot|あのうじ虫どもを殺すなど、造作もない事。 また連中が大それた事を考えないか、 目を光らせておこう。
qstr_town|町
qstr_village|村
qstr_The_{s9}_of_{s13}_ha|{s13}の{s9}より、 周辺をうろつく部族オークどもを一掃するよう、 依頼された。
qstr_{s9}_of_{s3}_asked_y|{s3}の{s9}より、 {s4}の{s10}へ、 {reg5}個の{s6}を、 {reg6}日以内に届けるよう、 頼まれた。
qstr_The_{s9}_of_{s4}_ask|{s4}の{s9}の要請により、 {reg6}日以内に{s3}に最低{reg5}名の兵を増強する事となった。 {s3}の兵舎の責任者に話をしよう。 供出する兵の質は問われない。
qstr_You_have_reinforced_{|{s3}はまだ増強されていません。
qstr_Thank_you_for_offeri|申し出をありがとうございます、{playername}殿^^町を行き来する隊商が、{s6}にたびたび襲われるのです。 やつらは襲撃を重ねるごとに大胆になっていき、 どんどん町に近づいてきています。
qstr_Good_of_you_to_ask_{|よくぞ聞いてくださいました、 {playername}殿。^^このあたりを我が物顔でうろつきまわる、 {s6}がいるのです。 連中に対して誰も何の手も打たないものですから、 連中は日に日に大胆になり、 我々の管理下にある物であってもおかまいなしに盗んでいきます。
qstr_The_people_have_aske|見せしめとして{reg22}名の{s6}を殺せば、 やつらも当面はおとなしくなるだろうと我々は考えています。^^引き受けてくれますか？
qstr_I_want_you_to_slay_a|少なくとも{reg22}名の{s6}を見せしめに殺せば、 連中も身の程を思い知るでしょう。^^引き受けてくれますか？
qstr_We_will_get_rid_of_t|その害虫どもを始末しよう。
qstr_{s9}_wants_you_to_sl|{reg22}名の{s6}を戦いで殺すよう、{s9}より頼まれた。
qstr_The_{s9}_of_{s3}_ask|{s3}の{s9}より、 {reg5}個の食料を、 {reg6}日以内に調達してくるよう、 頼まれた。
qstr_The_{s9}_of_{s3}_aske|{s3}の{s9}より、 {reg5}個の{s6}を、 {reg0}日以内に調達してくるよう、 頼まれた。
qstr_Escort_the_supply_tr|{s8}まで 補給隊を護衛せよ
qstr_The_{s9}_of_{s4}_aske|{s4}の{s9}より、 集落の近辺をうろつく迷惑なゴブリンどもを退治するよう、 頼まれた。
; qstr_The_{s9}_of_{s14}_ha|The {s9} of {s14} has asked you to deal with a group of bandits making trouble in {s14}. They only come out at night, and only attack lone people on the streets.
qstr_refugees|難民
qstr_slaves|奴隷
qstr_{s1}_Refugees|{s1}の難民
qstr_{s1}_Slaves|{s1}の奴隷
qstr_The_{s11}_of_{s10}_a|{s10}の{s11}より、 {s12}を{s13}まで護衛するよう、 頼まれた。
qstr__Guards_slaughter_hi|衛兵、この者を殺せ！
qstr_Slaughter_him_for_fr|こいつを殺せ、新鮮な人肉を食わせてやるぞ！
qstr_This_is_{s5}_Command|ここは{s5}です、 指揮官殿。
qstr_{s6}_This_place_and_|{s6} この拠点と周辺一帯は、 {s8}の{s7}の領土です。
qstr_Hey_scum!_I_can_fix_|{おい、おまえ/ちょっとあなた}！あごの形を直して{やろうか/あげるわ}。
qstr_Watch_where_you_re_g|うろちょろ{するな/しないでよ}、この虫けら{めが/}！
qstr_I_don_t_like_your_fa|{気にいらん顔つきだな/ぶさいくね}！直して{やろう/あげるわ}。
qstr_What_are_you_looking|{おい/ちょっと}、何を見てる{んだ/のよ}？ええ？
qstr_the_white_hand|白の手
qstr_the_lidless_eye|瞼なき御目
qstr_I_have_some_of_your_|そちらの兵を数名、預かっている。何名かをそちらへまわそう。
qstr_Some_of_your_stinky_|そちらの兵を数名、預かっている。何名かをそちらへまわそう。
qstr_{s4}_It_is_always_go|{s4} 同胞に出会うのは、 いつでもいいものだ。
qstr_a_nearby_town|近くの町
qstr_that_town_over_there|あそこに見える町
qstr_{s4}^We_are_from_{s1|{s4}^我々は{s11}の部隊で、 {s12}方面の偵察任務を遂行中だ。
qstr_{s4}^We_are_{reg1?fo|{s4}^我々は{s11}周辺を、 {reg1?食料の調達:襲撃}をしてまわっている。
qstr_{s4}^We_are_patrolli|{s4}^我々は{s11}周辺を 巡察中だ。
qstr_{s4}^We_are_carrying|{s4}^我々は{s11}から {s12}まで 補給物資を輸送しているところだ。
qstr_{s4}^We_are_escortin|{s4}^我々は{s12}へ 捕虜の護送中だ。
qstr_Greetings_do_you_nee|ごきげんよう、兵の補充は必要かな？
qstr_I_will_need_your_hel|あなたの力が必要なのだ。私に同行してもらいたい。[{reg1}/{reg2}の影響力ポイントを消費します]
qstr_You_and_your_men_mus|君の部隊は私に同行してもらいたい。[{reg1}/{reg2}の影響力ポイントを消費します]
qstr_It_looks_like_you_ha|どうやらあなたはこれ以上、同行部隊を増やせないようだ。
qstr_Why_do_you_need_us?_|それ以上同行部隊を増やして、どうするつもりなのだ？ すでにじゅうぶんな数が揃っているではないか！
qstr_We_will_follow_you_t|あまり遠くへ移動する事はできないのだが、あなたに同行するとしよう。
qstr_If_there_is_killing_|殺戮を楽しめるというのなら、あなたに同行しよう。 面倒な事になるので、あまり遠くへは行けないがな。
qstr_We_cannot_leave_our_|今、持ち場を離れるわけにはいかない。 [影響力ポイントが足りません({reg1}ポイントが必要です)]
qstr_Who_are_you_to_comma|我々に指図するとは、何様のつもりなのだ？ [影響力ポイントが足りません({reg1}ポイントが必要です)]
qstr_Then_let_us_go._Stay|では出発しよう。離されないようにしてほしい。 間もなくあなたの力が必要になる。
qstr_There_will_be_blood_|間違いなく血しぶきはあがるだろう。楽しみたいのなら、 離されないようにしてほしい。
qstr_Goodbye_friends.|では、 ごきげんよう、 わが友よ。
qstr_See_you_later_if_you|生きていれば、また会おう。
; qstr_I_don_t_need_your_he|I don't need your help any longer. Go home.
; qstr_I_don_t_have_any_nee|I don't have any need for you. Get lost.
; qstr_We_will_return_to_ou|We will return to our previous task. Goodbye.
; qstr_Lads_we_re_going_hom|Lads, we're going home!
qstr__^Oh_and_take_back_t|^おっと、 よそ者は引き取ってくれ。
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?彼ら:あの}勇敢な{reg28?兵士たち:兵}は、 我らが領土を守る 大きな戦力になってくれるだろう。{s32} {s23}^^[{s14}のリソースポイントを{reg14}獲得しました]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?彼ら:あの}活きのいい{reg28?兵士たち:兵}は、 大きな戦力になってくれるだろう。{s32} {s23}^^[{s14}のリソースポイントを{reg14}獲得しました]
qstr_Good_luck_in_your_tr|旅の無事を祈る。
qstr_Try_not_getting_your|無茶はするなよ。
qstr_You_ready_your_weapo|あなたは過去の経験が体中によみがえるのを感じながら、武器を構えた (武器熟練度とスキルが上昇しました)。
qstr_The_previous_battle_|先ほどの戦闘は、良い肩慣らしになったようだ。 あなたは活気がみなぎるのを感じ、さらなる戦闘を欲した (属性、スキル、および武器熟練度が上昇しました)。
qstr_You_are_tired_but_ad|あなたは疲労を感じているが、 アドレナリンの走るあなたの体は、 さらなる戦闘を求めている (属性、スキル、および武器熟練度が上昇しました)。
qstr_These_are_great_weap|なるほど、これは素晴らしい武器だ。 手にすると不思議な感触がある・・・ (スキルと武器熟練度が上昇しました)。
qstr_You_can_barely_raise|あなたはもう武器を振り上げる事もできなくなってしまった・・・ しかし、まわりにいる同胞の姿が、あなたの不屈の心を奮い立たせた。 (スキルと武器熟練度が上昇しました)。
qstr_With_Lord_Balin_s_tr|バーリンの財宝を与えられるとともに 彼の死の思い出もよみがえり、 あなたの怒りはさらに激しく燃え盛った (属性、スキル、および武器熟練度が上昇しました)。
qstr_We_cannot_hold..._we|もうだめだ・・・ ここまでか・・・
qstr_You_do_not_know_how_|もういつまで持ちこたえられるか、わからん・・・
qstr_How_long_can_we_keep|いつまで持ちこたえられるのだろうか？ もう斧を握る力もない・・・
qstr_You_know_that_the_en|もう最後のときは近いだろう・・・
qstr_You...._good....dwar|おまえは・・・良い・・・ドワーフだった・・・
qstr_You_can_no_longer_ra|もう武器を振り上げる事ができない・・・
qstr_There_are_too_many..|多すぎる・・・敵が多すぎる・・・
