
str_yes|是
; str_npc19_signup_response_2|You shall have to sit on these bales of hay for a little longer, 'Prince'.
; str_npc20_signup_response_2|Your brag and abuse grate upon my ears. Tame your tongue before we speak again!
str_npc21_signup_response_2|向你致歉，我的女士，也许下次吧。
str_npc22_signup_response_2|经过仔细考虑，我想我们自己就能帮助罗斯洛立安。
str_npc23_signup_response_2|对不起，我根本无法想象你在战场上的样子。
str_npc24_signup_response_2|对不起，我恰巧喜欢精灵。
str_npc25_signup_response_2|抱歉，队伍中的每一个人都要上战场。
str_npc26_signup_response_2|我改变主意了，我可不想趟这摊浑水。
str_npc27_signup_response_2|我改变主意了。
; str_npc18_payment|Surely, a mighty commander of your stature has only but to say the word, and they will release me. [costs {reg14} Influence with {s14}]
; str_npc19_payment|It seems Daeglaf the Black may seek some excuse to hold me here, Commander. [costs {reg14} Influence with {s14}]
; str_npc20_payment|Rather, it is you who would do well not to disappoint me or the Master we both serve. Have you done well enough in his estimation? [costs {reg14} Influence with {s14}]
str_npc21_payment|我很想加入你的队伍，但要是我走之后城市被进攻，谁能照顾伤员？[需要{s14}的{reg14}点影响力]
str_npc22_payment|我们会很快一同踏上旅途的，但不是现在。罗斯洛立安依旧需要我在这里协助。如果我的加入被敌人早早得知的话，价值就会大大降低。[需要{s14}的{reg14}点影响力]
str_npc23_payment|我很想加入你的队伍，但职责所在，现在我不能离开。[需要{s14}的{reg14}点影响力]
str_npc24_payment|我很想加入你的队伍，但在最需要帮助的时刻离开这里，我高贵的父亲德瓦林是不会理解我的。[需要{s14}的{reg14}点影响力]
str_npc25_payment|我还是不能放弃我的职责，我的国王仍然需要我。毕竟他的健康和河谷镇的安全息息相关。[需要{s14}的{reg14}点影响力]
str_npc26_payment|我很想跟你走，但城门的守卫是不会放行的。^相信我，我试过了。[需要{s14}的{reg14}点影响力]
str_npc27_payment|我很想加入你的队伍，但职责所在，现在我不能离开。[需要{s14}的{reg14}点影响力]
; str_npc18_payment_response|No doubt of that. Lurmsakun's subordinates will not dare refuse me. [costs {reg14}/{reg15} Influence]
; str_npc19_payment_response|Chief Daeglaf will have to give way before my wish, once I make it plain. [costs {reg14}/{reg15} Influence]
; str_npc20_payment_response|Indeed I have. Come now! It is not, after all, a lowly snaga you will follow. [costs {reg14}/{reg15} Influence]
str_npc21_payment_response|这的确是一个高尚的原因，但我相信会找到替代你的人的。[花费{reg14}/{reg15}点影响力]
str_npc22_payment_response|请相信我，你的加入比留在这里更有价值。[花费{reg14}/{reg15}点影响力]
str_npc23_payment_response|从今往后你的职责就是跟随我。[花费{reg14}/{reg15}点影响力]
str_npc24_payment_response|德瓦林大人会理解的，毕竟一个可以逆转战局的矮人战士不应该和敌人隔离太久。[花费{reg14}/{reg15}点影响力]
str_npc25_payment_response|国王的健康是很重要，但跟着我你会拯救更多的生命。[花费{reg14}/{reg15}点影响力]
str_npc26_payment_response|哦？不过跟我在一起，守卫是不敢阻拦你的。[花费{reg14}/{reg15}点影响力]
str_npc27_payment_response|从今往后你的职责就是跟随我。[花费{reg14}/{reg15}点影响力]
; str_npc18_morality_speech|Great One! My thirst for blood is unslaked! Why do we {s21}, like cowards? Let me fight them!
; str_npc19_morality_speech|Commander, I mislike it greatly that we {s21}. A king like myself should ever be open-handed, but if the larders are empty I have nothing to give, and our soldiers will desert us.
; str_npc20_morality_speech|I would say I had expected better of you, Commander, but that would be a lie. Beware, lest your self-serving ways do harm to the lofty designs of your betters!
str_npc21_morality_speech|不要在意士兵们的过激言论，有时{s21}是最明智的行为。我相信留得有用之身不是为了别的，而是当未来某一天命运眷顾我们的时候和敌人展开殊死较量。
str_npc22_morality_speech|您必须慎重考虑您的行为，指挥官。{s21}使我和其他战士们颜面无存，而且这还会减少我们盟友的信心。
; str_npc23_morality_speech|[No primary moral code]
str_npc24_morality_speech|我并不为您作出{s21}的决定感到高兴。战死是任何脑袋正常的矮人心中的荣耀，而被懦夫带领则是羞耻。要是我的表亲们知道这事儿，他们会怎么评价我？
str_npc25_morality_speech|指挥官，我不得不说，{s21}对任何一个男人来说都是严酷且不必要的。我会尽我所能减少他们的痛苦，但请不要再犯这样严重的错误了。
str_npc26_morality_speech|一个好战的强兽人永不{s21}。如果主人现在还有丁点胆量…或许某天早上就丁点儿不剩了，葛玛说完了。
; str_npc27_morality_speech|[No primary moral code]
; str_npc18_2ary_morality_speech|I joined you not to {s21}, Great One, but to bathe in the blood of our foes! You may employ your guile for now, but give me a good slaughter soon, I beg you!
; str_npc19_2ary_morality_speech|[No secondary moral code]
; str_npc20_2ary_morality_speech|Ah, our mighty Commander. Great deeds you performed, you say? I wonder how many other of your battles ended this way, with you advancing recklessly into the jaws of a trap, and fleeing with as much haste.
str_npc21_2ary_morality_speech|请你原谅，指挥官。像我这样的女战士宁可直面死亡也不远获得耻辱。{s21}是对我的马和祖先的羞辱。
; str_npc22_2ary_morality_speech|[No secondary moral code]
; str_npc23_2ary_morality_speech|[No secondary moral code]
; str_npc24_2ary_morality_speech|[No secondary moral code]
; str_npc25_2ary_morality_speech|[No secondary moral code]
; str_npc26_2ary_morality_speech|[No secondary moral code]
; str_npc27_2ary_morality_speech|[No secondary moral code]
; str_npc18_personalityclash_speech|Great One, if you value Varfang as a warrior, I beg that you keep him as far away from me as possible. I have already warned him that his hands must not go where I will not let them, or I shall chop them off and feed them to his horse. 
; str_npc19_personalityclash_speech|Commander, I wonder greatly that you retain the services of a lowly creature like Ufthak. Of course, the orc-kind are scum and arrow-shields for our true warriors, but he stalks around the camp giving orders to man and orc alike, as if he were one with authority. I hope you do not miss him too greatly if I slay him. Or perhaps I will simply cleave off the end of his ugly nose.
; str_npc20_personalityclash_speech|The Southron Lykyada should learn manners, and be taught humility. Insolent is his tongue, and overproud his bearing! I care not that he is a captain among his men - a foolish lesser race they are, in any case, slow to recognise greatness or bow to their betters as they should! If he knew but a small part of what I could do to him...
str_npc21_personalityclash_speech|我之前提到过我厌恶{s11}吗？
str_npc22_personalityclash_speech|我之前提到过我厌恶{s11}吗？
str_npc23_personalityclash_speech|{playername}，我刚刚看到{s11}公然从一个满是雏鸟的鸟巢旁边经过。他的笨拙摧毁了那群无辜生命。
str_npc24_personalityclash_speech|{s11}大人在战斗中表现得很好，但我不知道他是否利用头发闪瞎他的敌人？还是说他们对他的名声和傲慢风度感到敬畏？
str_npc25_personalityclash_speech|指挥官，我必须对{s11}提出投诉。他不停的纠缠我，让我给他酿造某种名为‘绿色仙女’的东西。
str_npc26_personalityclash_speech|我之前提到过我厌恶{s11}吗？
str_npc27_personalityclash_speech|我之前提到过我厌恶{s11}吗？
; str_npc18_personalityclash_speech_b|Gulm is not only a treacherous beast, Great One - he is proud of being one. He was telling us his story again around the campfire last night, and boasting of his foul deed. You would do well to watch that creature, Great One. If he could betray his commanders when serving the White Hand, what's to stop him from doing the same with you?
str_npc19_personalityclash_speech_b|我厌恶{s11}。
; str_npc20_personalityclash_speech_b|Every time I set eyes upon Fuldimir, a nameless rage within me rises. No, no, it is nothing he has done. But he and his people, the sea-dogs of Umbar, are most unworthy of their blood. They dare call themselves heirs of ancient Anadûnê - but of course, they say 'Númenor', not knowing any better. Why, I would suppose that barely a drop of the true blood is to be found in Fuldimir's veins! Perhaps, if you can spare him, I could find out for myself...
str_npc21_personalityclash_speech_b|我厌恶{s11}。
str_npc22_personalityclash_speech_b|我厌恶{s11}。
str_npc23_personalityclash_speech_b|他的矮人之道有可能帮助他在地下更好的生存，但他至今没有掉进一个丑陋竖井显然是一个奇迹，也许他应该掉下去。
