str_yes|Oui.
str_fullname_region_subfac_blackroot|the Fiefdom of Lamedon, part of the Realm of Gondor
str_fullname_region_n_ithilien|North Ithilien, easternmost province of the Realm of Gondor
str_fullname_region_c_ithilien|Emyn Arnen, a range of hills in the central regions of Ithilien, across the Great River from Minas Tirith
str_fullname_region_s_ithilien|South Ithilien, easternmost province of the Realm of Gondor
str_fullname_region_druadan_forest|Drúadan Forest, the Gondor Forest of the Drúedain
str_fullname_region_firien_wood|Firien wood, the Whispering Wood, a Gondor forest of oaks
str_fullname_region_anorien|Anórien, the Sun-land, a valley between the White Mountains and the Anduin river
str_fullname_region_rohan0|the Folde, the heart of Rohan
str_fullname_region_rohan1|the Eastemnet, a part of Rohan, the Riddermark
str_fullname_region_rohan2|the Westemnet, a part of Rohan, the Riddermark
str_fullname_region_rohan3|the Eastfold, a part of Rohan, the Riddermark
str_fullname_region_rohan4|the Westfold, a part of Rohan, the Riddermark
str_fullname_region_rohan5|Helm's Deep, a valley of the White Mountains, in Rohan
str_fullname_region_the_wold|the Wold, the Northeastern area of the Riddermark of Rohan
str_fullname_region_gap_of_rohan|the Gap of Rohan, the eastermost border of Rohan, a contested area between the Rohirrim and the Dunlendings.
str_fullname_region_entwash|the Mouths of the Entwash, where the Rohan river Entwash joins the Anduin
str_fullname_region_wetwang|Nindalf, the swamps of Wetwang
str_fullname_region_dead_marshes|the Dead Marshes, the ancient battlefield of the great Battle of Dagor Dagorlad, now a cursed place
str_fullname_region_isengard|the plains around Isengard
str_fullname_region_fangorn|the Fangorn forest, where trees are said to talk.
str_fullname_region_brown_lands|the Brown Lands, covering the expanse between the Emyn Muil and Mirkwood
str_fullname_region_dagorlad|the Dagorlad, the great, treeless, expanse of The Battle Plain, before the gates of Mordor
str_fullname_region_n_undeep|the North Undeep, the larger of the two Anduin meanders
str_fullname_region_s_undeep|the South Undeep, the lesser of the two large Anduin bends
str_fullname_region_emyn_muil|Emyn Muil, the rocky hills above the inflow of the Entwash
str_fullname_region_misty_mountains|the foothills of Misty Mountains
str_fullname_region_lorien|Lothlórien, the forest of the Sindar elves, where the golden Mallorns grow
str_fullname_region_anduin_banks|the valley of Anduin, between Misty Mountains and Mirkwood
str_fullname_region_n_mirkwood|les denses forêts du nord de Mirkwood, terre des Elfes sylvains
str_fullname_region_s_mirkwood|the dense forest of southern Mirkwood, said to be infested by strange creatures
str_fullname_region_above_mirkwook|Northen Rhovanion, the area between Mirkwood and the Grey Mountains in the North
str_fullname_region_grey_mountains|the foothills of Grey Mountains, where Dwarves dwell
str_fullname_region_mordor|Mordor, the dark Realm of Sauron
str_shortname_region_unknown|an unnamed region
str_shortname_region_pelennor|Pelennor Fields
str_shortname_region_subfac_pelargir|Fiefdom of Lebennin
str_shortname_region_subfac_dol_amroth|Belfalas
str_shortname_region_subfac_ethring|Ringló Vale
str_shortname_region_subfac_lossarnach|Fiefdom of Lossarnach
str_shortname_region_subfac_pinnath_gelin|the region of Pinnath Gelin
str_shortname_region_subfac_blackroot|the Fiefdom of Lamedon
str_shortname_region_n_ithilien|North Ithilien
str_shortname_region_c_ithilien|Emyn Arnen
str_shortname_region_s_ithilien|South Ithilien
str_shortname_region_druadan_forest|Drúadan Forest
str_shortname_region_firien_wood|Firien wood
str_shortname_region_anorien|Anórien
str_shortname_region_rohan0|the Folde
str_shortname_region_rohan1|Eastemnet
str_shortname_region_rohan2|Westemnet
str_shortname_region_rohan3|Eastfold
str_shortname_region_rohan4|Westfold
str_shortname_region_rohan5|Helm's Deep
str_shortname_region_the_wold|the Wold
str_shortname_region_gap_of_rohan|the Gap of Rohan
str_shortname_region_entwash|the Mouths of the Entwash
str_shortname_region_wetwang|Nindalf
str_shortname_region_dead_marshes|the Dead Marshes
str_shortname_region_isengard|the plains around Isengard
str_shortname_region_fangorn|Fangorn
str_shortname_region_brown_lands|the Brown Lands
str_shortname_region_misty_mountains|the foothills of Misty Mountains
str_shortname_region_lorien_|Lorien
str_shortname_region_anduin_banks_|the valley of Anduin
str_shortname_region_n_mirkwood_|North Mirkwood
str_shortname_region_s_mirkwood_|South Mirkwood
str_shortname_region_above_mirkwook|Northen Rhovanion
str_shortname_region_grey_mountains|the foothills of Grey Mountains
str_shortname_region_mordor|the Land of Mordor
str_trait_title_elf_friend|Elf Friend
str_trait_desc_elf_friend|You have become highly esteemed by the Elves and they now regard you as a trusted ally. The cost to recruit elves has been reduced and you may now attempt to give orders to elven armies.
str_trait_title_gondor_friend|Steward's Blessing
str_trait_desc_gondor_friend|You have become highly esteemed by the Steward Denethor and your status has risen among the men of Gondor as a result. The cost to recruit Gondorians has been reduced and you may now attempt to give orders to Gondorian armies.
str_trait_title_rohan_friend|King's Man
str_trait_desc_rohan_friend|You have become highly esteemed by King Theoden of Rohan and your status has risen among the men of Rohan as a result. The cost to recruit Rohirrim men has been reduced and you may now attempt to give orders to the armies of the Riddermark.
str_trait_title_brigand_friend|Barbarian Champion
str_trait_desc_brigand_friend|You have become highly esteemed by the barbarian tribes serving Sauron as a result of your impressive displays in the arena. You may now recruit barbarians at reduced cost.
str_trait_title_blessed|Blessed
str_trait_desc_blessed|You sense that you have been blessed by powers from beyond the sea, and perhaps further away still. You do not know why this has happened or what it may mean but you are certain that it is so.
str_trait_title_reverent|Reverent
str_trait_desc_reverent|You have acquired a reputation for reverence and wisdom. Men and Elves are more likely to listen to your counsel.
str_trait_title_merciful|Merciful
str_trait_desc_merciful|You have aquired a reputation for merciful treatment towards the evil men who serve the Enemy. Many of the hardened men who serve you are conflicted by your behavior and suffer a morale penalty. Among the wise, however, your mercy is seen as evidence of high character and you recieve an influence bonus.
str_trait_title_bravery|Bravery
str_trait_desc_bravery|You have aquired a reputation for bravery in the face of great danger. Your courage is spoken of in both quiet taverns and the halls of the wise. Your deeds inspire your men and they recieve a weekly morale bonus.
str_trait_title_oathkeeper|Oathkeeper
str_trait_desc_oathkeeper|You have sworn grim oaths and lived to see them fulfilled. Subsequently you have aquired a reputation as a man of his word. You receive a weekly influence bonus.
str_trait_title_oathbreaker|Oathbreaker
str_trait_desc_oathbreaker|You have sworn grim oaths and failed to see them through to their conclusion. Subsequently you have aquired a reputation as a man whose passion outstrips his prowess. You receive a weekly influence penalty.
str_trait_title_orc_pit_champion|Orc Pit Champion
str_trait_desc_orc_pit_champion|You have become renowned as a brutal warrior who was able to survive the cruelest of the orcish fighting contests. Such strength is both respected and feared by your black hearted followers and they now receive a weekly morale bonus.
str_trait_title_despoiler|Despoiler
str_trait_desc_despoiler|You have aquired a reputation for leaving behind wanton destruction wherever you travel. Such behavior is valued by the dark powers you serve and your receive a weekly influence bonus.
str_trait_title_accursed|Accursed
str_trait_desc_accursed|You sense that you have drawn the ire of powers beyond the sea. Your followers sense this doom as well and fear being around you. They receive a weekly morale penalty.
str_trait_title_stealthy|Stealthy
str_trait_desc_stealthy|You have developed uncanny skill in the art of stealthy infiltration. You receive a bonus to your stealth rating when undertaking such missions.
str_trait_title_berserker|Berserker
str_trait_desc_berserker|After many battles where you eschewed the use of armor your ferocious will has become like iron. In battles where you are gravely wounded you will receive a health bonus once per battle. This will not restore you to full strength but may keep you going long after others would have succumbed to their wounds.
str_trait_title_infantry_captain|Infantry Captain
str_trait_desc_infantry_captain|You have developed uncanny skill in the command of infantry troops. Due to rigorous and specialized training such troops will receive a small health boost, once per battle.
str_trait_title_archer_captain|Archery Captain
str_trait_desc_archer_captain|You have developed uncanny skill in the command of missile troops. Due to rigorous and specialized training such troops will receive a small health boost, once per battle.
str_trait_title_cavalry_captain|Cavalry Captain
str_trait_desc_cavalry_captain|You have developed uncanny skill in the command of mounted troops. Due to rigorous and specialized training such troops will receive a small health boost, once per battle.
str_trait_title_command_voice|Command Voice
str_trait_desc_command_voice|Your experience with commanding men in the field has lent you an air of authority. The influence cost to give orders to armies in the field has been reduced.
str_trait_title_foe_hammer|Foe Hammer
str_trait_desc_foe_hammer|Having slain many of the great captains of the enemy you find that you have earned a reputation as a fearsome warrior. Troops under your command now receive a weekly morale bonus. Your experiences have also honed your skill in battle.
str_trait_title_battle_scarred|Battle Scars
str_trait_desc_battle_scarred|You have suffered horrific wounds during your many campaigns yet you still live to tell the tale. Your scarred and knotted flesh now conspires with hard experience to increase your resistance to injury. While others may find your appearance somewhat shocking your followers consider it an affirmation of your battle experience. They subsequently receive a weekly morale bonus.
str_trait_title_fell_beast|Fell Beast
str_trait_desc_fell_beast|Your hide is riven with the knotted scars of countless battles and your evil will is likewise hard and unyielding. Even by the standards of orc, uruk and troll-kind you are judged a fell and dangerous beast. Those who serve you cry your name in joy when you take to the field. You are an avatar of war itself and there is little you fear.
str_wound_head|un coup dur à la tête
str_wound_chest|quelques côtes fêlées
str_wound_arm|un bras estropié
str_wound_leg|une jambe estropiée
str_gondor_gift0|fruits frais et vin
str_gondor_gift1|riche tissu teint
str_gondor_gift2|Tomes anciens et arbres généalogiques
str_gondor_gift3|Épices et encens
str_gondor_gift4|Cors de guerre d'Auroch
str_dwarf_gift0|Bière forte et sels minéraux
str_dwarf_gift1|Pelles et haches trempées
str_dwarf_gift2|Harpes et flûtes
str_dwarf_gift3|Robes brodées de fil d'or et de pierres précieuses
str_dwarf_gift4|Merveilleux bijoux
str_rohan_gift0|Hydromel et cidre
str_rohan_gift1|Tuniques brodées et ceintures cloutées en argent
str_rohan_gift2|Torques d'or et cors à boisson
str_rohan_gift3|Beau carapaçon de cheval
str_rohan_gift4|Chevaux du Rohan
str_mordor_gift0|Bière légère tourbée
str_mordor_gift1|Huile de Snaga
str_mordor_gift2|Larves de mouche du Mordor
str_mordor_gift3|Obsidienne d'Orodruin
str_mordor_gift4|Esclaves fermiers
str_isengard_gift0|Viande humaine séchée
str_isengard_gift1|chaines de fer noire
str_isengard_gift2|Instruments de torture
str_isengard_gift3|Verrerie d'alchimiste
str_isengard_gift4|Petits anneaux de Saroumane
str_lorien_gift0|Graines, noix et baies
str_lorien_gift1|Lanternes froides et cordes solides
str_lorien_gift2|Lembas
str_lorien_gift3|Ceintures d'argent et broches
str_lorien_gift4|Capes elfiques
str_imladris_gift0|Pain blanc et beurre d'herbes
str_imladris_gift1|Verrerie en cristal
str_imladris_gift2|Miruvor
str_imladris_gift3|Bannières brodées et cors incrustés d'argent
str_imladris_gift4|Plantes médicinales et onguents
str_woodelf_gift0|Douces peaux d'animaux
str_woodelf_gift1|Pointes de flèches et archerie
str_woodelf_gift2|Lances de chasse
str_woodelf_gift3|Oiseaux de proie entraînés
str_woodelf_gift4|Gobelets d'Or Rouge
str_dale_gift0|Pierres semi-précieuses et perles de verre
str_dale_gift1|Codex de saga héroïques
str_dale_gift2|Vin du Dorwinion
str_dale_gift3|Fourrures de luxe
str_dale_gift4|Jouets et instruments complexes
str_harad_gift0|Figues et grenades
str_harad_gift1|Colliers de guerriers
str_harad_gift2|Ivoire découpée
str_harad_gift3|Vin de serpent sacré
str_harad_gift4|Statues du Serpent d'Or
str_rhun_gift0|Outres
str_rhun_gift1|Encre de tatouage
str_rhun_gift2|Coiffe à cornes et bois
str_rhun_gift3|Fouets en crins de chevaux
str_rhun_gift4|Lait et viande de cheval\n
str_khand_gift0|Épices colorées
str_khand_gift1|Rouleaux de soie
str_khand_gift2|Faucons de chasse
str_khand_gift3|Lingots d'aciers
str_khand_gift4|Masques sacrés de guerriers
str_umbar_gift0|Huîtres et sel de mer
str_umbar_gift1|Peignes en os de baleine et hameçons de pêche
str_umbar_gift2|Esclaves de plaisance
